Center,Tile1,PtDistance1,GCPDistance1,Tile2,PtDistance2,GCPDistance2,Tile3,PtDistance3,GCPDistance3,Tile4,PtDistance4,GCPDistance4,Tile5,PtDistance5,GCPDistance5,Tile6,PtDistance6,GCPDistance6,Tile7,PtDistance7,GCPDistance7,Tile8,PtDistance8,GCPDistance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,1824.8195762411929,29.409322932034545,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,2701.589323967082,37.19609775300215,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h140-i001.reference.tif,2893.095871297301,56.97163548720368,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3076.770147500295,39.54040790619815,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,3366.21323501254,49.73062727873793,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h97-i001.reference.tif,3806.826474704149,3662.5608173261453,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,1546.523933206426,24.547725835680097,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,1824.8195762411929,30.1087209988876,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,2731.3325603535254,54.13198342397531,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,2811.8276017564717,55.6614661900229,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h139-i001.reference.tif,3490.92175668474,55.981620586113415,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3494.23463362378,46.79781261188158,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h97-i001.reference.tif,3584.732778590481,34.03243858203933,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,3667.737381765975,52.26157077817234
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,1185.3746197195233,30.11039272628693,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,1546.523933206426,24.241344794816218,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,2794.4188043119657,38.2059390497407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,2972.531119042379,46.04115966014163,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3185.542438472482,46.8099294497498,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3292.749589203987,60.23336606482701,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,3366.21323501254,47.9812302226703,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,3651.425804177788,47.077148076918675
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,1185.3746197195233,29.39084037882926,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,1609.2804251530322,44.96746708289565,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,2731.3325603535254,53.80252299685335,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,2868.457603416601,61.49345624949656,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3126.7745075372127,63.20208785003346,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3299.143855547395,58.123690293770096,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3367.283396302175,46.643532034147036,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,3656.923439628277,72.3977396718287
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,1609.2804251530322,44.071302816246956,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,1763.1333640669577,73.79207856044083,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,2738.80963850931,13.30392340663378,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,2794.4188043119657,37.92890818132038,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3142.8301785787144,12.59970527522697,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,3345.0566202333725,96.68811097583185,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3592.6451013179603,29.45627417137079,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,3646.71242829,56.074490043473446
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h97-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,1667.141688892768,38.52524959358447,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h158-i001.reference.tif,3134.9397003043678,21.226340908700568,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,3467.0696505988394,82.5209666093593,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h157-i001.reference.tif,3502.935272417325,20.20163740459608,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,3584.732778590481,35.418344961509796,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h24-i001.reference.tif,3806.826474704149,4074.776324495529,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h97-i001.reference.tif,1667.141688892768,38.20193928469294,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,1800.0072021802123,47.92336629160337,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h157-i001.reference.tif,3023.503767578129,40.93433710904573,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,3439.703695289073,42.85479976883937,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h158-i001.reference.tif,3492.675545382729,39.09413741430195,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h156-i001.reference.tif,3493.038385964932,39.46080409790618,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,3651.425804177788,52.409175310335584,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,3667.737381765975,3544.931353305358
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,1641.3278422735575,25.305012041810897,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,1800.0072021802123,47.73681262355677,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3030.3665462197264,75.85459254160016,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h156-i001.reference.tif,3189.6704437595063,74.90161057564526,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,3440.53140212212,48.103551225658464,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h157-i001.reference.tif,3443.3933476447937,3475.9908766613385,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h97-i001.reference.tif,3467.0696505988394,82.25012629498264,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,3656.923439628277,72.6704849469678
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,1396.3381972818895,56.84976879513825,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,1641.3278422735575,24.849842820735834,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3013.568146987155,81.15129087288476,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,3176.625633064605,39.13929181084014,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h98-i001.reference.tif,3439.703695289073,43.51648100857818,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,3481.8769932264977,26.106194862941187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3646.71242829,53.60028039550016,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h156-i001.reference.tif,3822.7151540645655,48.45975440439494
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,1211.175203946367,15.0195027468642,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,1568.675490078107,15.279598498734652,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,2868.457603416601,61.143514899698076,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3050.8267549952125,32.75330809279575,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3142.8301785787144,12.494669669819048,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,3185.542438472482,49.38785682389172,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,3241.101206441469,27.12690146299688,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,3327.512491090476,18.08391737598723
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,1211.175203946367,14.144067708548743,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h138-i001.reference.tif,2045.3661313559887,23.227536111629405,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,2779.467332347777,21.266114192214104,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h26-i001.reference.tif,2972.531119042379,47.30874510142481,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,3126.7745075372127,63.24145986916288,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,3364.5938453810127,29.47722771284053,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,3398.6973479439944,33.891210015936025,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h25-i001.reference.tif,3494.23463362378,45.81155978174368
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h154-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h153-i001.reference.tif,1276.863878760376,29.80145880066405,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h155-i001.reference.tif,1777.3630586127815,45.53726725000663,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h152-i001.reference.tif,3155.276614655468,79.88912218409028,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h112-i001.reference.tif,3472.274977414578,47.56231589639305,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3552.386602445923,81.61752941848995,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h156-i001.reference.tif,3913.193258459328,56.73606023314089,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h155-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h154-i001.reference.tif,1777.3630586127815,48.991935662926025,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h156-i001.reference.tif,2138.584851424348,18.609825466748283,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h153-i001.reference.tif,3051.570780499542,47.62211471364204,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3095.0200266320708,17.095214470932564,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h156-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h155-i001.reference.tif,2138.584851424348,19.224556722418754,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h157-i001.reference.tif,2364.754652771985,15.544840542368233,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h110-i001.reference.tif,3646.745467290027,27.03842467069818,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h158-i001.reference.tif,3759.3309720505217,18.94643552815381,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h154-i001.reference.tif,3913.193258459328,62.0592106713188,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h157-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h158-i001.reference.tif,1394.7471844700558,11.559513809024601,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h156-i001.reference.tif,2364.754652771985,16.121958874609156,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h159-i001.reference.tif,3140.272956901921,30.124898498778375,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h158-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h157-i001.reference.tif,1394.7471844700558,9.936856203600083,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h159-i001.reference.tif,1745.5257737223917,19.71265695994365,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h160-i001.reference.tif,3671.585078701416,35.53801937346029,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h156-i001.reference.tif,3759.3309720505217,18.774135902032533,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h159-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h158-i001.reference.tif,1745.5257737223917,20.34356703862296,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h160-i001.reference.tif,1931.4882838793328,27.17311223568482,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h157-i001.reference.tif,3140.272956901921,29.694819380278723,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h160-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h159-i001.reference.tif,1931.4882838793328,28.23156910464928,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-dpb4h158-i001.reference.tif,3671.585078701416,38.548113763503245,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k25-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k24-i001.reference.tif,1588.6434176772775,18.559984294289126,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,2123.5315862181637,17.413718105114334,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k23-i001.reference.tif,3286.8908615479627,21.356315129037746,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k42-i001.reference.tif,3360.8562390191555,10.746168155171347,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k43-i001.reference.tif,3751.7323898619775,14.6442742021097,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,3790.609781019965,21.236982278227092,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,3965.985646514015,17.455143320383026,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,1852.0104975271877,16.717036024888436,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k25-i001.reference.tif,2123.5315862181637,16.430489683989727,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,3020.7297148051093,37.153135497998086,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,3410.5281406730287,20.63855691478621,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k42-i001.reference.tif,3655.947537665713,28.35806854039283,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k24-i001.reference.tif,3688.211116639508,34.97956850197731,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,3891.017008492168,69.20901358811108,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,1607.381877633205,10.495260437121095,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,1819.0622082186649,17.186511708395187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,3538.3888449799524,14.378273328653833,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k28-i001.reference.tif,3587.1695079725355,52.013634222080775,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,3660.188690737749,10.436330512944728,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k37-i001.reference.tif,3755.024463017772,26.74569788419147,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k29-i001.reference.tif,3880.2836051238337,11.752934333563676,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,1726.738790372938,28.493353117839707,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,1819.0622082186649,15.922906134531196,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,3095.7284356068308,17.06912176275062,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k38-i001.reference.tif,3353.280608302988,25.875845396825508,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,3410.5281406730287,19.532287316183726,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k42-i001.reference.tif,3472.223514123541,26.711774926073836,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,1726.738790372938,28.550577568242534,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k42-i001.reference.tif,1747.44594301128,13.786579848623655,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,3020.7297148051093,36.450896161327776,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k39-i001.reference.tif,3538.3888449799524,13.045296961114612,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k43-i001.reference.tif,3558.009166551305,30.581800612396602,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k27-i001.reference.tif,3669.921370058007,15.913537719425154,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k25-i001.reference.tif,3790.609781019965,19.710533003966585,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k42-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k41-i001.reference.tif,1747.44594301128,14.750132158323138,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k43-i001.reference.tif,1811.254779868908,17.661633398535624,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k25-i001.reference.tif,3360.8562390191555,10.976342261270998,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k40-i001.reference.tif,3472.223514123541,26.431795682781985,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k44-i001.reference.tif,3590.752529768045,18.844151598169105,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k24-i001.reference.tif,3633.077925593521,17.03692410787331,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k26-i001.reference.tif,3655.947537665713,28.12099198097943,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k3-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k4-i001.reference.tif,1632.037675585243,10.206490576547333,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,3259.951466708522,28.33974716856076,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k4-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,1630.38625974277,28.868233947200213,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k3-i001.reference.tif,1632.037675585243,3922.6383451505067,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,3494.810905947452,22.79759071023171,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,3691.7698447965618,50.95610862737363,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k4-i001.reference.tif,1630.38625974277,29.982411962025004,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,1864.5892565573424,30.208534648734904,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,3038.617006500535,16.095472612746935,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k3-i001.reference.tif,3259.951466708522,28.714296148153494,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,3709.050510649954,19.648028688903203,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k5-i001.reference.tif,1864.5892565573424,32.628307979774085,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,2413.0847917037195,19.626617277738653,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,2870.8959802895306,21.502679997873685,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k21-i001.reference.tif,3241.263902370564,46.13388269657551,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k4-i001.reference.tif,3494.810905947452,22.242749869210076,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,3703.0263998128585,30.48659354685179,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,2237.753282730955,12.220261687625127,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k6-i001.reference.tif,2413.0847917037195,18.653108394728335,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,2819.3647481071675,23.0349733861816,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,3381.4898807587124,33.87234977411663,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k20-i001.reference.tif,3453.592008811036,13.59542506874573,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k8-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k9-i001.reference.tif,1877.144168477878,11.598619000237992,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k7-i001.reference.tif,2237.753282730955,14.09008461063185,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k18-i001.reference.tif,3092.536671829666,42.960343414541,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k10-i001.reference.tif,3577.1273778575573,23.372028162080607,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k17-i001.reference.tif,3648.781363584901,14.922832148388279,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpl2k19-i001.reference.tif,3922.6148088469154,23.549492929609443,None,-1,-1,None,-1,-1
