Center,Tile1,PtDistance1,GCPDistance1,Tile2,PtDistance2,GCPDistance2,Tile3,PtDistance3,GCPDistance3,Tile4,PtDistance4,GCPDistance4,Tile5,PtDistance5,GCPDistance5,Tile6,PtDistance6,GCPDistance6,Tile7,PtDistance7,GCPDistance7,Tile8,PtDistance8,GCPDistance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,1407.276257547585,7.19628223743978,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,1731.2056827117744,8.842649840436469,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h141-i001.reference.tif,2825.9194785682066,21.760740633421683,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3003.0021038816544,12.0682316710253,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3072.8506136555025,15.962516026677548,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h140-i001.reference.tif,3123.420835751635,15.281307697890801,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3263.9601514468786,19.694731470041354,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,3304.561953439426,46.502355235616584
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,1392.0693823931388,12.700189896977916,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,1731.2056827117744,9.783230372930225,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h140-i001.reference.tif,2636.2805748240144,27.959702857698407,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h139-i001.reference.tif,3009.6314866224566,15.792864726985997,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3104.617634486601,12.564129827420983,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,3135.424517084929,10.6875231955648,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h141-i001.reference.tif,3231.6209196267846,36.15398612541001,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3468.242569256023,20.279020609202316
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,1758.9345560562629,15.319757253670023,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h92-i001.reference.tif,2095.572614902495,52.65346823513951,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3034.3331281797277,26.226462938607135,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3327.512491090476,16.894154702846883,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3356.1581308335662,24.232536250819262,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,3364.5938453810127,26.42506284677187,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h82-i001.reference.tif,3541.547061981851,29.82794519566816,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3842.546225311397,15.614457083873505
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,1276.379885290732,15.5871506427473,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,1758.9345560562629,15.985421707915398,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,2966.1604585824048,24.86211063628684,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3368.699478079376,38.91351108277127,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3468.242569256023,21.10926748914732,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3490.056143799104,21.66670190096969,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3511.191611601784,15.452935270968107,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h81-i001.reference.tif,3558.414610787955,19.667901994153812
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,1276.379885290732,15.16357071415994,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,1693.3947291295833,24.54007855578772,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,2974.3072960169447,16.517761650498922,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3003.0021038816544,9.840003673475078,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h93-i001.reference.tif,3034.3331281797277,26.44209885617275,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3158.544697756615,37.11665047776863,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,3317.44381523138,9.400703958300191,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h80-i001.reference.tif,3595.585326740227,8.497410763696477
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,1295.1982537724002,12.480529050748185,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,1693.3947291295833,24.038530880363986,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,2794.1826210436807,25.444306470115343,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,2812.353218069941,18.86226687361392,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,2966.1604585824048,25.346905286789365,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h79-i001.reference.tif,3263.9601514468786,18.390360228955643,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3481.368865994948,30.453791711944866,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3572.765236560172,30.427855533676624
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,1295.1982537724002,11.86726326268297,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,1548.6991795931156,25.7214524756214,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h78-i001.reference.tif,2826.157192372409,8.92899415207421,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,2939.0697865163643,27.358753454452057,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,2974.3072960169447,15.43846091136572,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h99-i001.reference.tif,3073.455180041258,7.637685568606964,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,3533.850389993858,15.442457433306744,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3535.5128441922684,37.068686345912205
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h99-i001.reference.tif,1525.002856090619,12.263850039200058,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,1548.6991795931156,25.88355047934506,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,2794.1826210436807,25.5180007306075,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h76-i001.reference.tif,3088.043005000154,31.575185792156326,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h77-i001.reference.tif,3235.1127921378734,10.596930966804598,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3300.6207855550906,19.309493882729292,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h100-i001.reference.tif,3348.9587474227733,34.073569484382396,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3534.996871898192,27.547830993650095
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,1757.0256483382316,14.957895689019574,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,2902.718613969523,23.57626177087324,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h130-i001.reference.tif,3200.767533476553,30.15320045854286,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,3228.112320913623,58.70272747939957,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,3353.9051411497594,66.26952623451609,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h98-i001.reference.tif,3534.996871898192,29.743830114008148,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h97-i001.reference.tif,3535.5128441922684,35.38946959457153,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3572.765236560172,29.414574392532973
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,1532.9951330687943,25.34025375327201,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,2902.718613969523,23.982807186828452,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,3050.8267549952125,31.059310255337273,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3158.544697756615,40.26006559511298,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3349.2992021265763,54.23922714231342,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3368.699478079376,37.141563381502664,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h96-i001.reference.tif,3481.368865994948,31.609481908076376,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3592.6451013179603,29.07733486391894
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k51-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k50-i001.reference.tif,1542.3955929316874,9.29725232650324,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k52-i001.reference.tif,2079.8351241042515,13.550178814062408,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k17-i001.reference.tif,3387.7169460186365,32.14367117289183,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k49-i001.reference.tif,3420.265868161442,18.9716224275286,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k18-i001.reference.tif,3866.601909486495,11.200557679775232,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k52-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k51-i001.reference.tif,2079.8351241042515,13.342308295742738,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-dpn1k50-i001.reference.tif,3622.028350868193,17.79226571425306,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2287.425265394802,65.04573164266641,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,2890.856605799099,24.98061201445306,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h92-i001.reference.tif,3388.3436072663258,35.32595892587579,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2167.88668774913,23.846505975193168,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,2287.425265394802,59.33780103144179,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,2426.8731719709544,86.17148965082306,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,2541.969094900356,62.82050859420247,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,3352.97648188495,62.6726583558045,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h91-i001.reference.tif,3688.453025155666,57.2230766288948,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,3923.054431556589,30.27523522625647,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,1769.914595503808,556.4275935760339,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2167.88668774913,23.640405816750594,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,2275.588488102893,43.79711869773733,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,2610.10724358405,37.928279842270875,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,3051.005448587303,4098.467463453268,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,3575.6162657488967,3742.9683542724674,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,3649.985406224024,57.692781924005374,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h90-i001.reference.tif,3925.7142282668688,26.801945222813135
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,1769.914595503808,1584.6168409730117,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,1810.5762987058415,1875.3868563577764,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,2565.0182803134544,2246.0773740330824,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,2931.7588163275664,587.1026473604545,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,3404.5126415359887,6759.085268315094,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h9-i001.reference.tif,3655.643839433081,3764.1630537665797,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h89-i001.reference.tif,3767.272551668475,17.98448928812731,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h88-i001.reference.tif,3807.2697811810094,23.094367344089516
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,1760.0796448147137,22.875787993991672,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,1991.5381230877267,46.19215231186264,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,2565.0182803134544,22.020795654540642,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h8-i001.reference.tif,3049.753471412399,3125.0696607925543,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,3051.005448587303,4294.825511314876,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,3241.101607045193,41.04226469941093,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h41-i001.reference.tif,3705.266808297683,26.41467354939459,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h57-i001.reference.tif,3848.0308315726106,23.383429634118567
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,1481.8688012123637,45.126467735785525,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,1760.0796448147137,24.61899116066829,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2275.588488102893,46.683260328498484,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,2931.7588163275664,24.742173991088823,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,3114.1966210710766,67.98648629845862,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,3352.97648188495,62.514855401845296,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h42-i001.reference.tif,3751.472388377632,70.67841209458274,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h56-i001.reference.tif,3906.3572889006696,52.249161456034194
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,1481.8688012123637,43.918129204821106,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,1633.320809405018,1761.0998680738912,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2541.969094900356,62.126554168599036,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,2610.10724358405,37.24241795790823,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h43-i001.reference.tif,3241.101607045193,43.328419037296996,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h7-i001.reference.tif,3929.1524557878342,4301.29517775209,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h55-i001.reference.tif,3981.2705618623854,29.8213224677184,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h46-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h45-i001.reference.tif,1633.320809405018,1823.5969265200667,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h5-i001.reference.tif,2426.8731719709544,86.00185172055757,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h4-i001.reference.tif,2890.856605799099,31.781828884537894,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h44-i001.reference.tif,3114.1966210710766,66.47045296314765,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h6-i001.reference.tif,3649.985406224024,2789.8807202887906,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h54-i001.reference.tif,3914.633741703831,3142.21754941461,None,-1,-1,None,-1,-1
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,1589.8138408183409,45.526485135751805,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,1763.1333640669577,74.39992509855131,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,3005.776147997012,58.82721525530582,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3275.8618973813877,77.84195936185382,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,3287.226520936548,71.2943241183337,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3349.2992021265763,53.25034301642095,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,3367.283396302175,47.01347268705376,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3526.7680454145784,86.98344324147469
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,1420.7437673449965,20.36762646721248,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,1589.8138408183409,45.481013744274534,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,2775.842157483746,51.220951249941955,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3345.0566202333725,96.02601967518622,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3353.9051411497594,61.16336665625804,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3372.061009561841,71.92856901944943,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,3683.038708238786,82.24924436422911,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3741.206507995172,3808.725839712689
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,1355.377938692512,23.487781244388852,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,1420.7437673449965,19.822195508331056,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,2710.756160357463,62.75794374130433,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3005.776147997012,57.383240781311706,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3228.112320913623,58.279373122727094,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3447.696123266426,58.22223592631377,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3545.72807249385,60.79401521570674,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3657.27239930714,18.955994516407902
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,1355.377938692512,22.332247275602935,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,1355.3782216643758,43.63080812714467,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,2775.842157483746,51.57879998559449,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,3101.424875849006,46.32533476349293,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3245.9594616695367,48.99445886808784,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3421.997876582634,30.074196756609936,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h132-i001.reference.tif,3625.8468007158494,50.21020590939015,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3673.716501576734,19.143764721579608
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,1355.3782216643758,43.00781753179335,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h34-i001.reference.tif,1754.8943201665586,75.17659868905197,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,2710.756160357463,63.27155455106058,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3358.844198477238,39.557599630404695,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h35-i001.reference.tif,3467.5815174268687,61.53291870309806,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h130-i001.reference.tif,3483.765885040055,69.91032707460398,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h131-i001.reference.tif,3489.185763636123,79.84700548123622,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3703.8623906872185,4355.319074988093
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,1396.3381972818895,56.060930580198225,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,1629.54508478914,34.38557628906782,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,3030.3665462197264,75.47494293157331,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3160.3742971889787,54.232330020942115,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3275.8618973813877,77.71127197122372,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,3351.423871050887,3357.480442223428,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,3697.6314648718703,103.60138992938721,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3702.223366471799,3632.3184688660144
