Filename,P1X,P1Y,P2X,P2Y,P3X,P3Y,P4X,P4Y,Current EPSG,Original EPSG
D:\MacConnell\Photos_Satellite\18TXM480965\18TXM480965.jp2,59946.45219,907639.7545,61507.0075,909076.9601,60008.12656,909138.6391,61445.33216,907578.0838,26986,6347
D:\MacConnell\Photos_Satellite\18TXM480980\18TXM480980.jp2,60008.12656,909138.6391,61568.69119,910575.8374,60069.8092,910637.5247,61507.0075,909076.9601,26986,6347
D:\MacConnell\Photos_Satellite\18TXM480995\18TXM480995.jp2,60069.8092,910637.5247,61630.38325,912074.7158,60131.50012,912136.4114,61568.69119,910575.8374,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495560\18TXM495560.jp2,59783.23813,867108.5023,61343.56542,868545.9275,59844.68978,868607.3827,61282.11505,867047.0554,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495575\18TXM495575.jp2,59844.68978,868607.3827,61405.0241,870044.7984,59906.14965,870106.2619,61343.56542,868545.9275,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495590\18TXM495590.jp2,59906.14965,870106.2619,61466.49108,871543.6682,59967.61774,871605.1399,61405.0241,870044.7984,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495605\18TXM495605.jp2,59967.61774,871605.1399,61527.96638,873042.5369,60029.09405,873104.0168,61466.49108,871543.6682,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495620\18TXM495620.jp2,60029.09405,873104.0168,61589.44999,874541.4046,60090.57861,874602.8928,61527.96638,873042.5369,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495635\18TXM495635.jp2,60090.57861,874602.8928,61650.94192,876040.2714,60152.0714,876101.7679,61589.44999,874541.4046,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495650\18TXM495650.jp2,60152.0714,876101.7679,61712.44218,877539.1374,60213.57243,877600.6422,61650.94192,876040.2714,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495665\18TXM495665.jp2,60213.57243,877600.6422,61773.95076,879038.0026,60275.08171,879099.5157,61712.44218,877539.1374,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495680\18TXM495680.jp2,60275.08171,879099.5157,61835.46769,880536.8672,60336.59925,880598.3886,61773.95076,879038.0026,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495695\18TXM495695.jp2,60336.59925,880598.3886,61896.99296,882035.7312,60398.12504,882097.2609,61835.46769,880536.8672,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495710\18TXM495710.jp2,60398.12504,882097.2609,61958.52657,883534.5947,60459.6591,883596.1327,61896.99296,882035.7312,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495725\18TXM495725.jp2,60459.6591,883596.1327,62020.06854,885033.4578,60521.20143,885095.0041,61958.52657,883534.5947,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495740\18TXM495740.jp2,60521.20143,885095.0041,62081.61886,886532.3206,60582.75203,886593.8753,62020.06854,885033.4578,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495755\18TXM495755.jp2,60582.75203,886593.8753,62143.17754,888031.1832,60644.31092,888092.7461,62081.61886,886532.3206,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495770\18TXM495770.jp2,60644.31092,888092.7461,62204.7446,889530.0456,60705.87808,889591.6169,62143.17754,888031.1832,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495785\18TXM495785.jp2,60705.87808,889591.6169,62266.32002,891028.9079,60767.45354,891090.4875,62204.7446,889530.0456,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495800\18TXM495800.jp2,60767.45354,891090.4875,62327.90383,892527.7702,60829.03729,892589.3582,62266.32002,891028.9079,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495815\18TXM495815.jp2,60829.03729,892589.3582,62389.49601,894026.6326,60890.62934,894088.2289,62327.90383,892527.7702,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495830\18TXM495830.jp2,60890.62934,894088.2289,62451.09659,895525.4952,60952.2297,895587.0999,62389.49601,894026.6326,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495845\18TXM495845.jp2,60952.2297,895587.0999,62512.70555,897024.3581,61013.83837,897085.9711,62451.09659,895525.4952,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495860\18TXM495860.jp2,61013.83837,897085.9711,62574.32292,898523.2213,61075.45535,898584.8426,62512.70555,897024.3581,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495875\18TXM495875.jp2,61075.45535,898584.8426,62635.94869,900022.0849,61137.08065,900083.7146,62574.32292,898523.2213,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495890\18TXM495890.jp2,61137.08065,900083.7146,62697.58287,901520.949,61198.71428,901582.5871,62635.94869,900022.0849,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495905\18TXM495905.jp2,61198.71428,901582.5871,62759.22546,903019.8137,61260.35624,903081.4602,62697.58287,901520.949,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495920\18TXM495920.jp2,61260.35624,903081.4602,62820.87648,904518.6791,61322.00654,904580.3339,62759.22546,903019.8137,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495935\18TXM495935.jp2,61322.00654,904580.3339,62882.53591,906017.5452,61383.66518,906079.2084,62820.87648,904518.6791,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495950\18TXM495950.jp2,61383.66518,906079.2084,62944.20378,907516.4122,61445.33216,907578.0838,62882.53591,906017.5452,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495965\18TXM495965.jp2,61445.33216,907578.0838,63005.88008,909015.2801,61507.0075,909076.9601,62944.20378,907516.4122,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495980\18TXM495980.jp2,61507.0075,909076.9601,63067.56482,910514.149,61568.69119,910575.8374,63005.88008,909015.2801,26986,6347
D:\MacConnell\Photos_Satellite\18TXM495995\18TXM495995.jp2,61568.69119,910575.8374,63129.25801,912013.0189,61630.38325,912074.7158,63067.56482,910514.149,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510560\18TXM510560.jp2,61282.11505,867047.0554,62842.43277,868484.4736,61343.56542,868545.9275,62780.98367,866985.6098,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510575\18TXM510575.jp2,61343.56542,868545.9275,62903.89025,869983.3362,61405.0241,870044.7984,62842.43277,868484.4736,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510590\18TXM510590.jp2,61405.0241,870044.7984,62965.35612,871482.1976,61466.49108,871543.6682,62903.89025,869983.3362,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510605\18TXM510605.jp2,61466.49108,871543.6682,63026.83038,872981.0579,61527.96638,873042.5369,62965.35612,871482.1976,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510620\18TXM510620.jp2,61527.96638,873042.5369,63088.31305,874479.9173,61589.44999,874541.4046,63026.83038,872981.0579,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510635\18TXM510635.jp2,61589.44999,874541.4046,63149.80411,875978.7757,61650.94192,876040.2714,63088.31305,874479.9173,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510650\18TXM510650.jp2,61650.94192,876040.2714,63211.30359,877477.6333,61712.44218,877539.1374,63149.80411,875978.7757,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510665\18TXM510665.jp2,61712.44218,877539.1374,63272.81148,878976.4902,61773.95076,879038.0026,63211.30359,877477.6333,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510680\18TXM510680.jp2,61773.95076,879038.0026,63334.32779,880475.3464,61835.46769,880536.8672,63272.81148,878976.4902,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510695\18TXM510695.jp2,61835.46769,880536.8672,63395.85252,881974.202,61896.99296,882035.7312,63334.32779,880475.3464,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510710\18TXM510710.jp2,61896.99296,882035.7312,63457.38569,883473.0571,61958.52657,883534.5947,63395.85252,881974.202,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510725\18TXM510725.jp2,61958.52657,883534.5947,63518.92729,884971.9119,62020.06854,885033.4578,63457.38569,883473.0571,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510740\18TXM510740.jp2,62020.06854,885033.4578,63580.47732,886470.7662,62081.61886,886532.3206,63518.92729,884971.9119,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510755\18TXM510755.jp2,62081.61886,886532.3206,63642.03581,887969.6204,62143.17754,888031.1832,63580.47732,886470.7662,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510770\18TXM510770.jp2,62143.17754,888031.1832,63703.60274,889468.4744,62204.7446,889530.0456,63642.03581,887969.6204,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510785\18TXM510785.jp2,62204.7446,889530.0456,63765.17813,890967.3283,62266.32002,891028.9079,63703.60274,889468.4744,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510800\18TXM510800.jp2,62266.32002,891028.9079,63826.76198,892466.1822,62327.90383,892527.7702,63765.17813,890967.3283,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510815\18TXM510815.jp2,62327.90383,892527.7702,63888.3543,893965.0362,62389.49601,894026.6326,63826.76198,892466.1822,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510830\18TXM510830.jp2,62389.49601,894026.6326,63949.95508,895463.8903,62451.09659,895525.4952,63888.3543,893965.0362,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510845\18TXM510845.jp2,62451.09659,895525.4952,64011.56435,896962.7447,62512.70555,897024.3581,63949.95508,895463.8903,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510860\18TXM510860.jp2,62512.70555,897024.3581,64073.18209,898461.5995,62574.32292,898523.2213,64011.56435,896962.7447,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510875\18TXM510875.jp2,62574.32292,898523.2213,64134.80832,899960.4547,62635.94869,900022.0849,64073.18209,898461.5995,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510890\18TXM510890.jp2,62635.94869,900022.0849,64196.44305,901459.3103,62697.58287,901520.949,64134.80832,899960.4547,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510905\18TXM510905.jp2,62697.58287,901520.949,64258.08627,902958.1666,62759.22546,903019.8137,64196.44305,901459.3103,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510920\18TXM510920.jp2,62759.22546,903019.8137,64319.73799,904457.0235,62820.87648,904518.6791,64258.08627,902958.1666,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510935\18TXM510935.jp2,62820.87648,904518.6791,64381.39822,905955.8811,62882.53591,906017.5452,64319.73799,904457.0235,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510950\18TXM510950.jp2,62882.53591,906017.5452,64443.06696,907454.7396,62944.20378,907516.4122,64381.39822,905955.8811,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510965\18TXM510965.jp2,62944.20378,907516.4122,64504.74423,908953.599,63005.88008,909015.2801,64443.06696,907454.7396,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510980\18TXM510980.jp2,63005.88008,909015.2801,64566.43001,910452.4594,63067.56482,910514.149,64504.74423,908953.599,26986,6347
D:\MacConnell\Photos_Satellite\18TXM510995\18TXM510995.jp2,63067.56482,910514.149,64628.12432,911951.3209,63129.25801,912013.0189,64566.43001,910452.4594,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525560\18TXM525560.jp2,62780.98367,866985.6098,64341.29173,868423.021,62842.43277,868484.4736,64279.84391,866924.1656,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525575\18TXM525575.jp2,62842.43277,868484.4736,64402.74801,869921.8751,62903.89025,869983.3362,64341.29173,868423.021,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525590\18TXM525590.jp2,62903.89025,869983.3362,64464.21276,871420.7281,62965.35612,871482.1976,64402.74801,869921.8751,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525605\18TXM525605.jp2,62965.35612,871482.1976,64525.68599,872919.58,63026.83038,872981.0579,64464.21276,871420.7281,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525620\18TXM525620.jp2,63026.83038,872981.0579,64587.1677,874418.4309,63088.31305,874479.9173,64525.68599,872919.58,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525635\18TXM525635.jp2,63088.31305,874479.9173,64648.6579,875917.2808,63149.80411,875978.7757,64587.1677,874418.4309,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525650\18TXM525650.jp2,63149.80411,875978.7757,64710.15659,877416.13,63211.30359,877477.6333,64648.6579,875917.2808,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525665\18TXM525665.jp2,63211.30359,877477.6333,64771.66378,878914.9784,63272.81148,878976.4902,64710.15659,877416.13,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525680\18TXM525680.jp2,63272.81148,878976.4902,64833.17947,880413.8261,63334.32779,880475.3464,64771.66378,878914.9784,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525695\18TXM525695.jp2,63334.32779,880475.3464,64894.70366,881912.6733,63395.85252,881974.202,64833.17947,880413.8261,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525710\18TXM525710.jp2,63395.85252,881974.202,64956.23637,883411.52,63457.38569,883473.0571,64894.70366,881912.6733,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525725\18TXM525725.jp2,63457.38569,883473.0571,65017.77759,884910.3662,63518.92729,884971.9119,64956.23637,883411.52,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525740\18TXM525740.jp2,63518.92729,884971.9119,65079.32734,886409.2121,63580.47732,886470.7662,65017.77759,884910.3662,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525755\18TXM525755.jp2,63580.47732,886470.7662,65140.88562,887908.0578,63642.03581,887969.6204,65079.32734,886409.2121,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525770\18TXM525770.jp2,63642.03581,887969.6204,65202.45243,889406.9033,63703.60274,889468.4744,65140.88562,887908.0578,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525785\18TXM525785.jp2,63703.60274,889468.4744,65264.02778,890905.7487,63765.17813,890967.3283,65202.45243,889406.9033,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525800\18TXM525800.jp2,63765.17813,890967.3283,65325.61167,892404.5941,63826.76198,892466.1822,65264.02778,890905.7487,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525815\18TXM525815.jp2,63826.76198,892466.1822,65387.20411,893903.4395,63888.3543,893965.0362,65325.61167,892404.5941,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525830\18TXM525830.jp2,63888.3543,893965.0362,65448.8051,895402.2852,63949.95508,895463.8903,65387.20411,893903.4395,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525845\18TXM525845.jp2,63949.95508,895463.8903,65510.41466,896901.1311,64011.56435,896962.7447,65448.8051,895402.2852,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525860\18TXM525860.jp2,64011.56435,896962.7447,65572.03277,898399.9773,64073.18209,898461.5995,65510.41466,896901.1311,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525875\18TXM525875.jp2,64073.18209,898461.5995,65633.65946,899898.8239,64134.80832,899960.4547,65572.03277,898399.9773,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525890\18TXM525890.jp2,64134.80832,899960.4547,65695.29472,901397.6711,64196.44305,901459.3103,65633.65946,899898.8239,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525905\18TXM525905.jp2,64196.44305,901459.3103,65756.93857,902896.5188,64258.08627,902958.1666,65695.29472,901397.6711,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525920\18TXM525920.jp2,64258.08627,902958.1666,65818.59099,904395.3671,64319.73799,904457.0235,65756.93857,902896.5188,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525935\18TXM525935.jp2,64319.73799,904457.0235,65880.25201,905894.2162,64381.39822,905955.8811,65818.59099,904395.3671,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525950\18TXM525950.jp2,64381.39822,905955.8811,65941.92163,907393.0662,64443.06696,907454.7396,65880.25201,905894.2162,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525965\18TXM525965.jp2,64443.06696,907454.7396,66003.59984,908891.917,64504.74423,908953.599,65941.92163,907393.0662,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525980\18TXM525980.jp2,64504.74423,908953.599,66065.28667,910390.7689,64566.43001,910452.4594,66003.59984,908891.917,26986,6347
D:\MacConnell\Photos_Satellite\18TXM525995\18TXM525995.jp2,64566.43001,910452.4594,66126.9821,911889.6218,64628.12432,911951.3209,66065.28667,910390.7689,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540560\18TXM540560.jp2,64279.84391,866924.1656,65840.14222,868361.5695,64341.29173,868423.021,65778.69569,866862.7227,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540575\18TXM540575.jp2,64341.29173,868423.021,65901.5973,869860.4152,64402.74801,869921.8751,65840.14222,868361.5695,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540590\18TXM540590.jp2,64402.74801,869921.8751,65963.06093,871359.2596,64464.21276,871420.7281,65901.5973,869860.4152,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540605\18TXM540605.jp2,64464.21276,871420.7281,66024.53312,872858.103,64525.68599,872919.58,65963.06093,871359.2596,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540620\18TXM540620.jp2,64525.68599,872919.58,66086.01387,874356.9454,64587.1677,874418.4309,66024.53312,872858.103,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540635\18TXM540635.jp2,64587.1677,874418.4309,66147.5032,875855.7868,64648.6579,875917.2808,66086.01387,874356.9454,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540650\18TXM540650.jp2,64648.6579,875917.2808,66209.00109,877354.6274,64710.15659,877416.13,66147.5032,875855.7868,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540665\18TXM540665.jp2,64710.15659,877416.13,66270.50757,878853.4673,64771.66378,878914.9784,66209.00109,877354.6274,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540680\18TXM540680.jp2,64771.66378,878914.9784,66332.02263,880352.3065,64833.17947,880413.8261,66270.50757,878853.4673,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540695\18TXM540695.jp2,64833.17947,880413.8261,66393.54629,881851.1451,64894.70366,881912.6733,66332.02263,880352.3065,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540710\18TXM540710.jp2,64894.70366,881912.6733,66455.07853,883349.9832,64956.23637,883411.52,66393.54629,881851.1451,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540725\18TXM540725.jp2,64956.23637,883411.52,66516.61938,884848.8209,65017.77759,884910.3662,66455.07853,883349.9832,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540740\18TXM540740.jp2,65017.77759,884910.3662,66578.16883,886347.6582,65079.32734,886409.2121,66516.61938,884848.8209,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540755\18TXM540755.jp2,65079.32734,886409.2121,66639.7269,887846.4953,65140.88562,887908.0578,66578.16883,886347.6582,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540770\18TXM540770.jp2,65140.88562,887908.0578,66701.29358,889345.3322,65202.45243,889406.9033,66639.7269,887846.4953,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540785\18TXM540785.jp2,65202.45243,889406.9033,66762.86888,890844.169,65264.02778,890905.7487,66701.29358,889345.3322,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540800\18TXM540800.jp2,65264.02778,890905.7487,66824.45281,892343.0059,65325.61167,892404.5941,66762.86888,890844.169,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540815\18TXM540815.jp2,65325.61167,892404.5941,66886.04537,893841.8427,65387.20411,893903.4395,66824.45281,892343.0059,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540830\18TXM540830.jp2,65387.20411,893903.4395,66947.64656,895340.6798,65448.8051,895402.2852,66886.04537,893841.8427,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540845\18TXM540845.jp2,65448.8051,895402.2852,67009.2564,896839.5171,65510.41466,896901.1311,66947.64656,895340.6798,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540860\18TXM540860.jp2,65510.41466,896901.1311,67070.87489,898338.3547,65572.03277,898399.9773,67009.2564,896839.5171,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540875\18TXM540875.jp2,65572.03277,898399.9773,67132.50202,899837.1927,65633.65946,899898.8239,67070.87489,898338.3547,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540890\18TXM540890.jp2,65633.65946,899898.8239,67194.13782,901336.0312,65695.29472,901397.6711,67132.50202,899837.1927,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540905\18TXM540905.jp2,65695.29472,901397.6711,67255.78228,902834.8703,65756.93857,902896.5188,67194.13782,901336.0312,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540920\18TXM540920.jp2,65756.93857,902896.5188,67317.43541,904333.71,65818.59099,904395.3671,67255.78228,902834.8703,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540935\18TXM540935.jp2,65818.59099,904395.3671,67379.09721,905832.5505,65880.25201,905894.2162,67317.43541,904333.71,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540950\18TXM540950.jp2,65880.25201,905894.2162,67440.76769,907331.3918,65941.92163,907393.0662,67379.09721,905832.5505,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540965\18TXM540965.jp2,65941.92163,907393.0662,67502.44686,908830.234,66003.59984,908891.917,67440.76769,907331.3918,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540980\18TXM540980.jp2,66003.59984,908891.917,67564.13471,910329.0772,66065.28667,910390.7689,67502.44686,908830.234,26986,6347
D:\MacConnell\Photos_Satellite\18TXM540995\18TXM540995.jp2,66065.28667,910390.7689,67625.83126,911827.9215,66126.9821,911889.6218,67564.13471,910329.0772,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555560\18TXM555560.jp2,65778.69569,866862.7227,67338.98417,868300.1194,65840.14222,868361.5695,67277.53893,866801.2811,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555575\18TXM555575.jp2,65840.14222,868361.5695,67400.43804,869798.9564,65901.5973,869860.4152,67338.98417,868300.1194,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555590\18TXM555590.jp2,65901.5973,869860.4152,67461.90054,871297.7923,65963.06093,871359.2596,67400.43804,869798.9564,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555605\18TXM555605.jp2,65963.06093,871359.2596,67523.37168,872796.627,66024.53312,872858.103,67461.90054,871297.7923,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555620\18TXM555620.jp2,66024.53312,872858.103,67584.85147,874295.4608,66086.01387,874356.9454,67523.37168,872796.627,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555635\18TXM555635.jp2,66086.01387,874356.9454,67646.33992,875794.2936,66147.5032,875855.7868,67584.85147,874295.4608,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555650\18TXM555650.jp2,66147.5032,875855.7868,67707.83702,877293.1256,66209.00109,877354.6274,67646.33992,875794.2936,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555665\18TXM555665.jp2,66209.00109,877354.6274,67769.34278,878791.9569,66270.50757,878853.4673,67707.83702,877293.1256,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555680\18TXM555680.jp2,66270.50757,878853.4673,67830.85721,880290.7874,66332.02263,880352.3065,67769.34278,878791.9569,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555695\18TXM555695.jp2,66332.02263,880352.3065,67892.38031,881789.6174,66393.54629,881851.1451,67830.85721,880290.7874,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555710\18TXM555710.jp2,66393.54629,881851.1451,67953.9121,883288.4469,66455.07853,883349.9832,67892.38031,881789.6174,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555725\18TXM555725.jp2,66455.07853,883349.9832,68015.45256,884787.2759,66516.61938,884848.8209,67953.9121,883288.4469,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555740\18TXM555740.jp2,66516.61938,884848.8209,68077.00171,886286.1046,66578.16883,886347.6582,68015.45256,884787.2759,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555755\18TXM555755.jp2,66578.16883,886347.6582,68138.55956,887784.933,66639.7269,887846.4953,68077.00171,886286.1046,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555770\18TXM555770.jp2,66639.7269,887846.4953,68200.1261,889283.7613,66701.29358,889345.3322,68138.55956,887784.933,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555785\18TXM555785.jp2,66701.29358,889345.3322,68261.70135,890782.5894,66762.86888,890844.169,68200.1261,889283.7613,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555800\18TXM555800.jp2,66762.86888,890844.169,68323.28531,892281.4176,66824.45281,892343.0059,68261.70135,890782.5894,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555815\18TXM555815.jp2,66824.45281,892343.0059,68384.87799,893780.2458,66886.04537,893841.8427,68323.28531,892281.4176,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555830\18TXM555830.jp2,66886.04537,893841.8427,68446.47938,895279.0742,66947.64656,895340.6798,68384.87799,893780.2458,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555845\18TXM555845.jp2,66947.64656,895340.6798,68508.0895,896777.9028,67009.2564,896839.5171,68446.47938,895279.0742,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555860\18TXM555860.jp2,67009.2564,896839.5171,68569.70835,898276.7317,67070.87489,898338.3547,68508.0895,896777.9028,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555875\18TXM555875.jp2,67070.87489,898338.3547,68631.33593,899775.561,67132.50202,899837.1927,68569.70835,898276.7317,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555890\18TXM555890.jp2,67132.50202,899837.1927,68692.97226,901274.3908,67194.13782,901336.0312,68631.33593,899775.561,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555905\18TXM555905.jp2,67194.13782,901336.0312,68754.61733,902773.2212,67255.78228,902834.8703,68692.97226,901274.3908,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555920\18TXM555920.jp2,67255.78228,902834.8703,68816.27115,904272.0522,67317.43541,904333.71,68754.61733,902773.2212,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555935\18TXM555935.jp2,67317.43541,904333.71,68877.93373,905770.884,67379.09721,905832.5505,68816.27115,904272.0522,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555950\18TXM555950.jp2,67379.09721,905832.5505,68939.60507,907269.7165,67440.76769,907331.3918,68877.93373,905770.884,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555965\18TXM555965.jp2,67440.76769,907331.3918,69001.28518,908768.55,67502.44686,908830.234,68939.60507,907269.7165,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555980\18TXM555980.jp2,67502.44686,908830.234,69062.97406,910267.3845,67564.13471,910329.0772,69001.28518,908768.55,26986,6347
D:\MacConnell\Photos_Satellite\18TXM555995\18TXM555995.jp2,67564.13471,910329.0772,69124.67172,911766.22,67625.83126,911827.9215,69062.97406,910267.3845,26986,6347
D:\MacConnell\Photos_Satellite\18TXM570545\18TXM570545.jp2,67216.10232,865302.4415,68776.37355,866739.8408,67277.53893,866801.2811,68714.93832,865241.0099,26986,6347
D:\MacConnell\Photos_Satellite\18TXM570560\18TXM570560.jp2,67277.53893,866801.2811,68837.81748,868238.6704,67338.98417,868300.1194,68776.37355,866739.8408,26986,6347
