Filename,P1X,P1Y,P2X,P2Y,P3X,P3Y,P4X,P4Y,Current EPSG,Original EPSG
D:\MacConnell\Photos_Satellite\19TCH375235\19TCH375235.jp2,242453.3232,933043.789,243908.5102,934587.517,242409.0515,934543.2419,243952.7794,933088.055,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375250\19TCH375250.jp2,242409.0515,934543.2419,243864.2319,936086.9816,242364.7705,936042.6974,243908.5102,934587.517,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375265\19TCH375265.jp2,242364.7705,936042.6974,243819.9445,937586.4488,242320.4805,937542.1555,243864.2319,936086.9816,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375280\19TCH375280.jp2,242320.4805,937542.1555,243775.648,939085.9188,242276.1812,939041.6164,243819.9445,937586.4488,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375295\19TCH375295.jp2,242276.1812,939041.6164,243731.3425,940585.3916,242231.8728,940541.08,243775.648,939085.9188,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375310\19TCH375310.jp2,242231.8728,940541.08,243687.0279,942084.8672,242187.5553,942040.5466,243731.3425,940585.3916,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375325\19TCH375325.jp2,242187.5553,942040.5466,243642.7042,943584.3459,242143.2286,943540.0162,243687.0279,942084.8672,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375340\19TCH375340.jp2,242143.2286,943540.0162,243598.3714,945083.8277,242098.8927,945039.4888,243642.7042,943584.3459,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375355\19TCH375355.jp2,242098.8927,945039.4888,243554.0296,946583.3126,242054.5476,946538.9646,243598.3714,945083.8277,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375370\19TCH375370.jp2,242054.5476,946538.9646,243509.6786,948082.8008,242010.1934,948038.4436,243554.0296,946583.3126,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375385\19TCH375385.jp2,242010.1934,948038.4436,243465.3185,949582.2923,241965.8299,949537.9259,243509.6786,948082.8008,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375400\19TCH375400.jp2,241965.8299,949537.9259,243420.9494,951081.7872,241921.4573,951037.4117,243465.3185,949582.2923,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375415\19TCH375415.jp2,241921.4573,951037.4117,243376.5711,952581.2855,241877.0755,952536.9009,243420.9494,951081.7872,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375430\19TCH375430.jp2,241877.0755,952536.9009,243332.1837,954080.7875,241832.6845,954036.3937,243376.5711,952581.2855,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375445\19TCH375445.jp2,241832.6845,954036.3937,243287.7872,955580.2931,241788.2843,955535.8902,243332.1837,954080.7875,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375460\19TCH375460.jp2,241788.2843,955535.8902,243243.3815,957079.8025,241743.8748,957035.3904,243287.7872,955580.2931,26986,6348
D:\MacConnell\Photos_Satellite\19TCH375475\19TCH375475.jp2,241743.8748,957035.3904,243198.9667,958579.3157,241699.4562,958534.8944,243243.3815,957079.8025,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390010\19TCH390010.jp2,244615.7339,910596.3772,246071.0385,912139.9483,244571.6,912095.8106,246115.1711,910640.5059,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390025\19TCH390025.jp2,244571.6,912095.8106,246026.897,913639.3919,244527.4571,913595.2453,246071.0385,912139.9483,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390040\19TCH390040.jp2,244527.4571,913595.2453,245982.7466,915138.837,244483.3053,915094.6814,246026.897,913639.3919,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390055\19TCH390055.jp2,244483.3053,915094.6814,245938.5873,916638.2836,244439.1444,916594.119,245982.7466,915138.837,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390070\19TCH390070.jp2,244439.1444,916594.119,245894.4191,918137.7318,244394.9746,918093.5582,245938.5873,916638.2836,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390085\19TCH390085.jp2,244394.9746,918093.5582,245850.2419,919637.1816,244350.7957,919592.9991,245894.4191,918137.7318,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390100\19TCH390100.jp2,244350.7957,919592.9991,245806.0558,921136.6332,244306.6078,921092.4417,245850.2419,919637.1816,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390115\19TCH390115.jp2,244306.6078,921092.4417,245761.8607,922636.0866,244262.4109,922591.8861,245806.0558,921136.6332,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390130\19TCH390130.jp2,244262.4109,922591.8861,245717.6567,924135.5419,244218.2049,924091.3324,245761.8607,922636.0866,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390145\19TCH390145.jp2,244218.2049,924091.3324,245673.4438,925634.9992,244173.9899,925590.7807,245717.6567,924135.5419,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390160\19TCH390160.jp2,244173.9899,925590.7807,245629.2219,927134.4585,244129.7659,927090.2311,245673.4438,925634.9992,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390175\19TCH390175.jp2,244129.7659,927090.2311,245584.991,928633.9201,244085.5329,928589.6836,245629.2219,927134.4585,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390190\19TCH390190.jp2,244085.5329,928589.6836,245540.7512,930133.3839,244041.2908,930089.1384,245584.991,928633.9201,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390205\19TCH390205.jp2,244041.2908,930089.1384,245496.5024,931632.85,243997.0396,931588.5955,245540.7512,930133.3839,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390220\19TCH390220.jp2,243997.0396,931588.5955,245452.2447,933132.3185,243952.7794,933088.055,245496.5024,931632.85,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390235\19TCH390235.jp2,243952.7794,933088.055,245407.978,934631.7895,243908.5102,934587.517,245452.2447,933132.3185,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390250\19TCH390250.jp2,243908.5102,934587.517,245363.7023,936131.2631,243864.2319,936086.9816,245407.978,934631.7895,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390265\19TCH390265.jp2,243864.2319,936086.9816,245319.4176,937630.7393,243819.9445,937586.4488,245363.7023,936131.2631,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390280\19TCH390280.jp2,243819.9445,937586.4488,245275.1239,939130.2183,243775.648,939085.9188,245319.4176,937630.7393,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390295\19TCH390295.jp2,243775.648,939085.9188,245230.8213,940629.7002,243731.3425,940585.3916,245275.1239,939130.2183,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390310\19TCH390310.jp2,243731.3425,940585.3916,245186.5096,942129.1849,243687.0279,942084.8672,245230.8213,940629.7002,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390325\19TCH390325.jp2,243687.0279,942084.8672,245142.189,943628.6726,243642.7042,943584.3459,245186.5096,942129.1849,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390340\19TCH390340.jp2,243642.7042,943584.3459,245097.8593,945128.1634,243598.3714,945083.8277,245142.189,943628.6726,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390355\19TCH390355.jp2,243598.3714,945083.8277,245053.5206,946627.6574,243554.0296,946583.3126,245097.8593,945128.1634,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390370\19TCH390370.jp2,243554.0296,946583.3126,245009.173,948127.1546,243509.6786,948082.8008,245053.5206,946627.6574,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390385\19TCH390385.jp2,243509.6786,948082.8008,244964.8163,949626.6552,243465.3185,949582.2923,245009.173,948127.1546,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390400\19TCH390400.jp2,243465.3185,949582.2923,244920.4505,951126.1591,243420.9494,951081.7872,244964.8163,949626.6552,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390415\19TCH390415.jp2,243420.9494,951081.7872,244876.0758,952625.6666,243376.5711,952581.2855,244920.4505,951126.1591,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390430\19TCH390430.jp2,243376.5711,952581.2855,244831.692,954125.1776,243332.1837,954080.7875,244876.0758,952625.6666,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390445\19TCH390445.jp2,243332.1837,954080.7875,244787.2992,955624.6923,243287.7872,955580.2931,244831.692,954125.1776,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390460\19TCH390460.jp2,243287.7872,955580.2931,244742.8973,957124.2108,243243.3815,957079.8025,244787.2992,955624.6923,26986,6348
D:\MacConnell\Photos_Satellite\19TCH390475\19TCH390475.jp2,243243.3815,957079.8025,244698.4864,958623.7331,243198.9667,958579.3157,244742.8973,957124.2108,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405010\19TCH405010.jp2,246115.1711,910640.5059,247570.486,912184.0846,246071.0385,912139.9483,247614.6173,910684.6334,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405025\19TCH405025.jp2,246071.0385,912139.9483,247526.3459,913683.5372,246026.897,913639.3919,247570.486,912184.0846,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405040\19TCH405040.jp2,246026.897,913639.3919,247482.1969,915182.9911,245982.7466,915138.837,247526.3459,913683.5372,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405055\19TCH405055.jp2,245982.7466,915138.837,247438.0391,916682.4466,245938.5873,916638.2836,247482.1969,915182.9911,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405070\19TCH405070.jp2,245938.5873,916638.2836,247393.8725,918181.9037,245894.4191,918137.7318,247438.0391,916682.4466,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405085\19TCH405085.jp2,245894.4191,918137.7318,247349.697,919681.3624,245850.2419,919637.1816,247393.8725,918181.9037,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405100\19TCH405100.jp2,245850.2419,919637.1816,247305.5127,921180.8228,245806.0558,921136.6332,247349.697,919681.3624,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405115\19TCH405115.jp2,245806.0558,921136.6332,247261.3195,922680.2851,245761.8607,922636.0866,247305.5127,921180.8228,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405130\19TCH405130.jp2,245761.8607,922636.0866,247217.1175,924179.7493,245717.6567,924135.5419,247261.3195,922680.2851,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405145\19TCH405145.jp2,245717.6567,924135.5419,247172.9065,925679.2155,245673.4438,925634.9992,247217.1175,924179.7493,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405160\19TCH405160.jp2,245673.4438,925634.9992,247128.6868,927178.6838,245629.2219,927134.4585,247172.9065,925679.2155,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405175\19TCH405175.jp2,245629.2219,927134.4585,247084.4581,928678.1543,245584.991,928633.9201,247128.6868,927178.6838,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405190\19TCH405190.jp2,245584.991,928633.9201,247040.2206,930177.627,245540.7512,930133.3839,247084.4581,928678.1543,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405205\19TCH405205.jp2,245540.7512,930133.3839,246995.9742,931677.102,245496.5024,931632.85,247040.2206,930177.627,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405220\19TCH405220.jp2,245496.5024,931632.85,246951.7189,933176.5795,245452.2447,933132.3185,246995.9742,931677.102,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405235\19TCH405235.jp2,245452.2447,933132.3185,246907.4547,934676.0594,245407.978,934631.7895,246951.7189,933176.5795,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405250\19TCH405250.jp2,245407.978,934631.7895,246863.1817,936175.5419,245363.7023,936131.2631,246907.4547,934676.0594,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405265\19TCH405265.jp2,245363.7023,936131.2631,246818.8997,937675.0271,245319.4176,937630.7393,246863.1817,936175.5419,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405280\19TCH405280.jp2,245319.4176,937630.7393,246774.6088,939174.5151,245275.1239,939130.2183,246818.8997,937675.0271,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405295\19TCH405295.jp2,245275.1239,939130.2183,246730.309,940674.0059,245230.8213,940629.7002,246774.6088,939174.5151,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405310\19TCH405310.jp2,245230.8213,940629.7002,246686.0003,942173.4996,245186.5096,942129.1849,246730.309,940674.0059,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405325\19TCH405325.jp2,245186.5096,942129.1849,246641.6827,943672.9962,245142.189,943628.6726,246686.0003,942173.4996,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405340\19TCH405340.jp2,245142.189,943628.6726,246597.3562,945172.496,245097.8593,945128.1634,246641.6827,943672.9962,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405355\19TCH405355.jp2,245097.8593,945128.1634,246553.0207,946671.999,245053.5206,946627.6574,246597.3562,945172.496,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405370\19TCH405370.jp2,245053.5206,946627.6574,246508.6763,948171.5052,245009.173,948127.1546,246553.0207,946671.999,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405385\19TCH405385.jp2,245009.173,948127.1546,246464.323,949671.0147,244964.8163,949626.6552,246508.6763,948171.5052,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405400\19TCH405400.jp2,244964.8163,949626.6552,246419.9607,951170.5276,244920.4505,951126.1591,246464.323,949671.0147,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405415\19TCH405415.jp2,244920.4505,951126.1591,246375.5895,952670.0441,244876.0758,952625.6666,246419.9607,951170.5276,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405430\19TCH405430.jp2,244876.0758,952625.6666,246331.2094,954169.5641,244831.692,954125.1776,246375.5895,952670.0441,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405445\19TCH405445.jp2,244831.692,954125.1776,246286.8203,955669.0878,244787.2992,955624.6923,246331.2094,954169.5641,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405460\19TCH405460.jp2,244787.2992,955624.6923,246242.4222,957168.6152,244742.8973,957124.2108,246286.8203,955669.0878,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405475\19TCH405475.jp2,244742.8973,957124.2108,246198.0152,958668.1465,244698.4864,958623.7331,246242.4222,957168.6152,26986,6348
D:\MacConnell\Photos_Satellite\19TCH405490\19TCH405490.jp2,244698.4864,958623.7331,246153.5992,960167.6817,244654.0665,960123.2593,246198.0152,958668.1465,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420025\19TCH420025.jp2,247570.486,912184.0846,249025.8035,913727.681,247526.3459,913683.5372,249069.9422,912228.2197,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420040\19TCH420040.jp2,247526.3459,913683.5372,248981.656,915227.1438,247482.1969,915182.9911,249025.8035,913727.681,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420055\19TCH420055.jp2,247482.1969,915182.9911,248937.4998,916726.608,247438.0391,916682.4466,248981.656,915227.1438,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420070\19TCH420070.jp2,247438.0391,916682.4466,248893.3348,918226.0739,247393.8725,918181.9037,248937.4998,916726.608,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420085\19TCH420085.jp2,247393.8725,918181.9037,248849.161,919725.5414,247349.697,919681.3624,248893.3348,918226.0739,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420100\19TCH420100.jp2,247349.697,919681.3624,248804.9785,921225.0107,247305.5127,921180.8228,248849.161,919725.5414,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420115\19TCH420115.jp2,247305.5127,921180.8228,248760.7871,922724.4818,247261.3195,922680.2851,248804.9785,921225.0107,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420130\19TCH420130.jp2,247261.3195,922680.2851,248716.5871,924223.9548,247217.1175,924179.7493,248760.7871,922724.4818,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420145\19TCH420145.jp2,247217.1175,924179.7493,248672.3782,925723.4298,247172.9065,925679.2155,248716.5871,924223.9548,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420160\19TCH420160.jp2,247172.9065,925679.2155,248628.1606,927222.907,247128.6868,927178.6838,248672.3782,925723.4298,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420175\19TCH420175.jp2,247128.6868,927178.6838,248583.9341,928722.3862,247084.4581,928678.1543,248628.1606,927222.907,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420190\19TCH420190.jp2,247084.4581,928678.1543,248539.6989,930221.8678,247040.2206,930177.627,248583.9341,928722.3862,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420205\19TCH420205.jp2,247040.2206,930177.627,248495.4549,931721.3517,246995.9742,931677.102,248539.6989,930221.8678,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420220\19TCH420220.jp2,246995.9742,931677.102,248451.202,933220.838,246951.7189,933176.5795,248495.4549,931721.3517,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420235\19TCH420235.jp2,246951.7189,933176.5795,248406.9404,934720.3268,246907.4547,934676.0594,248451.202,933220.838,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420250\19TCH420250.jp2,246907.4547,934676.0594,248362.6699,936219.8181,246863.1817,936175.5419,248406.9404,934720.3268,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420265\19TCH420265.jp2,246863.1817,936175.5419,248318.3907,937719.3122,246818.8997,937675.0271,248362.6699,936219.8181,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420280\19TCH420280.jp2,246818.8997,937675.0271,248274.1026,939218.809,246774.6088,939174.5151,248318.3907,937719.3122,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420295\19TCH420295.jp2,246774.6088,939174.5151,248229.8057,940718.3086,246730.309,940674.0059,248274.1026,939218.809,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420310\19TCH420310.jp2,246730.309,940674.0059,248185.4999,942217.8112,246686.0003,942173.4996,248229.8057,940718.3086,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420325\19TCH420325.jp2,246686.0003,942173.4996,248141.1854,943717.3168,246641.6827,943672.9962,248185.4999,942217.8112,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420340\19TCH420340.jp2,246641.6827,943672.9962,248096.862,945216.8254,246597.3562,945172.496,248141.1854,943717.3168,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420355\19TCH420355.jp2,246597.3562,945172.496,248052.5297,946716.3373,246553.0207,946671.999,248096.862,945216.8254,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420370\19TCH420370.jp2,246553.0207,946671.999,248008.1886,948215.8523,246508.6763,948171.5052,248052.5297,946716.3373,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420385\19TCH420385.jp2,246508.6763,948171.5052,247963.8387,949715.3708,246464.323,949671.0147,248008.1886,948215.8523,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420400\19TCH420400.jp2,246464.323,949671.0147,247919.4799,951214.8926,246419.9607,951170.5276,247963.8387,949715.3708,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420415\19TCH420415.jp2,246419.9607,951170.5276,247875.1122,952714.418,246375.5895,952670.0441,247919.4799,951214.8926,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420430\19TCH420430.jp2,246375.5895,952670.0441,247830.7357,954213.9469,246331.2094,954169.5641,247875.1122,952714.418,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420445\19TCH420445.jp2,246331.2094,954169.5641,247786.3503,955713.4795,246286.8203,955669.0878,247830.7357,954213.9469,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420460\19TCH420460.jp2,246286.8203,955669.0878,247741.956,957213.0159,246242.4222,957168.6152,247786.3503,955713.4795,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420475\19TCH420475.jp2,246242.4222,957168.6152,247697.5529,958712.5561,246198.0152,958668.1465,247741.956,957213.0159,26986,6348
D:\MacConnell\Photos_Satellite\19TCH420490\19TCH420490.jp2,246198.0152,958668.1465,247653.1408,960212.1002,246153.5992,960167.6817,247697.5529,958712.5561,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435010\19TCH435010.jp2,249114.0722,910728.7596,250569.4073,912272.3534,249069.9422,912228.2197,250613.536,910772.8846,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435025\19TCH435025.jp2,249069.9422,912228.2197,250525.2699,913771.8234,249025.8035,913727.681,250569.4073,912272.3534,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435040\19TCH435040.jp2,249025.8035,913727.681,250481.1239,915271.2949,248981.656,915227.1438,250525.2699,913771.8234,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435055\19TCH435055.jp2,248981.656,915227.1438,250436.9692,916770.7679,248937.4998,916726.608,250481.1239,915271.2949,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435070\19TCH435070.jp2,248937.4998,916726.608,250392.8058,918270.2424,248893.3348,918226.0739,250436.9692,916770.7679,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435085\19TCH435085.jp2,248893.3348,918226.0739,250348.6337,919769.7187,248849.161,919725.5414,250392.8058,918270.2424,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435100\19TCH435100.jp2,248849.161,919725.5414,250304.453,921269.1967,248804.9785,921225.0107,250348.6337,919769.7187,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435115\19TCH435115.jp2,248804.9785,921225.0107,250260.2636,922768.6765,248760.7871,922724.4818,250304.453,921269.1967,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435130\19TCH435130.jp2,248760.7871,922724.4818,250216.0655,924268.1583,248716.5871,924223.9548,250260.2636,922768.6765,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435145\19TCH435145.jp2,248716.5871,924223.9548,250171.8586,925767.6421,248672.3782,925723.4298,250216.0655,924268.1583,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435160\19TCH435160.jp2,248672.3782,925723.4298,250127.6431,927267.1279,248628.1606,927222.907,250171.8586,925767.6421,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435175\19TCH435175.jp2,248628.1606,927222.907,250083.4189,928766.616,248583.9341,928722.3862,250127.6431,927267.1279,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435190\19TCH435190.jp2,248583.9341,928722.3862,250039.186,930266.1062,248539.6989,930221.8678,250083.4189,928766.616,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435205\19TCH435205.jp2,248539.6989,930221.8678,249994.9443,931765.5989,248495.4549,931721.3517,250039.186,930266.1062,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435220\19TCH435220.jp2,248495.4549,931721.3517,249950.6939,933265.0939,248451.202,933220.838,249994.9443,931765.5989,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435235\19TCH435235.jp2,248451.202,933220.838,249906.4349,934764.5915,248406.9404,934720.3268,249950.6939,933265.0939,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435250\19TCH435250.jp2,248406.9404,934720.3268,249862.167,936264.0917,248362.6699,936219.8181,249906.4349,934764.5915,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435265\19TCH435265.jp2,248362.6699,936219.8181,249817.8905,937763.5945,248318.3907,937719.3122,249862.167,936264.0917,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435280\19TCH435280.jp2,248318.3907,937719.3122,249773.6052,939263.1001,248274.1026,939218.809,249817.8905,937763.5945,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435295\19TCH435295.jp2,248274.1026,939218.809,249729.3112,940762.6085,248229.8057,940718.3086,249773.6052,939263.1001,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435310\19TCH435310.jp2,248229.8057,940718.3086,249685.0084,942262.1199,248185.4999,942217.8112,249729.3112,940762.6085,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435325\19TCH435325.jp2,248185.4999,942217.8112,249640.6969,943761.6342,248141.1854,943717.3168,249685.0084,942262.1199,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435340\19TCH435340.jp2,248141.1854,943717.3168,249596.3766,945261.1517,248096.862,945216.8254,249640.6969,943761.6342,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435355\19TCH435355.jp2,248096.862,945216.8254,249552.0476,946760.6723,248052.5297,946716.3373,249596.3766,945261.1517,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435370\19TCH435370.jp2,248052.5297,946716.3373,249507.7098,948260.1962,248008.1886,948215.8523,249552.0476,946760.6723,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435385\19TCH435385.jp2,248008.1886,948215.8523,249463.3632,949759.7234,247963.8387,949715.3708,249507.7098,948260.1962,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435400\19TCH435400.jp2,247963.8387,949715.3708,249419.0079,951259.2541,247919.4799,951214.8926,249463.3632,949759.7234,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435415\19TCH435415.jp2,247919.4799,951214.8926,249374.6437,952758.7883,247875.1122,952714.418,249419.0079,951259.2541,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435430\19TCH435430.jp2,247875.1122,952714.418,249330.2709,954258.326,247830.7357,954213.9469,249374.6437,952758.7883,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435445\19TCH435445.jp2,247830.7357,954213.9469,249285.8892,955757.8675,247786.3503,955713.4795,249330.2709,954258.326,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435460\19TCH435460.jp2,247786.3503,955713.4795,249241.4987,957257.4127,247741.956,957213.0159,249285.8892,955757.8675,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435475\19TCH435475.jp2,247741.956,957213.0159,249197.0995,958756.9617,247697.5529,958712.5561,249241.4987,957257.4127,26986,6348
D:\MacConnell\Photos_Satellite\19TCH435490\19TCH435490.jp2,247697.5529,958712.5561,249152.6914,960256.5147,247653.1408,960212.1002,249197.0995,958756.9617,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450025\19TCH450025.jp2,250569.4073,912272.3534,252024.745,913815.9644,250525.2699,913771.8234,252068.8809,912316.4857,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450040\19TCH450040.jp2,250525.2699,913771.8234,251980.6004,915315.4445,250481.1239,915271.2949,252024.745,913815.9644,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450055\19TCH450055.jp2,250481.1239,915271.2949,251936.4473,916814.9261,250436.9692,916770.7679,251980.6004,915315.4445,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450070\19TCH450070.jp2,250436.9692,916770.7679,251892.2855,918314.4093,250392.8058,918270.2424,251936.4473,916814.9261,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450085\19TCH450085.jp2,250392.8058,918270.2424,251848.1152,919813.8942,250348.6337,919769.7187,251892.2855,918314.4093,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450100\19TCH450100.jp2,250348.6337,919769.7187,251803.9362,921313.3808,250304.453,921269.1967,251848.1152,919813.8942,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450115\19TCH450115.jp2,250304.453,921269.1967,251759.7487,922812.8693,250260.2636,922768.6765,251803.9362,921313.3808,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450130\19TCH450130.jp2,250260.2636,922768.6765,251715.5525,924312.3597,250216.0655,924268.1583,251759.7487,922812.8693,26986,6348
D:\MacConnell\Photos_Satellite\19TCH450145\19TCH450145.jp2,250216.0655,924268.1583,251671.3478,925811.8522,250171.8586,925767.6421,251715.5525,924312.3597,26986,6348
