Source,Target,PtDistance,GCPDistance,Difference,Source Annotated,Target Annotated
mufs190-1952-cni6h7-i001.reference.tif,mufs190-1952-cni6h6-i001.reference.tif,1512.160682,17.43158332,33.28000054,0,2
mufs190-1952-cni5h151-i001.reference.tif,mufs190-1952-cni5h153-i001.reference.tif,3021.11313,17.44645041,17.97228197,0,0
mufs190-1951-dpn1k112-i001.reference.tif,mufs190-1951-dpn1k60-i001.reference.tif,3425.514644,17.44683429,-1,0,0
mufs190-1951-dpn1k25-i001.reference.tif,mufs190-1951-dpn1k27-i001.reference.tif,3965.985647,17.45514332,-1,2,2
mufs190-1952-cni6h101-i001.reference.tif,mufs190-1952-cni6h100-i001.reference.tif,1629.894275,17.46553213,-1,0,2
mufs190-1951-dpn1k18-i001.reference.tif,mufs190-1951-dpn1k20-i001.reference.tif,3319.699899,17.47062348,-1,0,0
mufs190-1952-cni6h74-i001.reference.tif,mufs190-1952-cni4h145-i001.reference.tif,2782.206979,17.49262117,-1,2,2
mufs190-1952-cni4h124-i001.reference.tif,mufs190-1952-cni4h123-i001.reference.tif,1619.964551,17.52078408,9.886636804,-1,2
mufs190-1951-dpl2k16-i001.reference.tif,mufs190-1951-dpl2k17-i001.reference.tif,1727.081903,17.62006115,11.28370912,0,2
mufs190-1951-dpn1k113-i001.reference.tif,mufs190-1951-dpn1k111-i001.reference.tif,3411.289068,17.63130174,1.875923724,2,2
mufs190-1952-dpb4h114-i001.reference.tif,mufs190-1952-dpb4h152-i001.reference.tif,3496.233221,17.64071251,-1,0,0
mufs190-1951-dpn1k42-i001.reference.tif,mufs190-1951-dpn1k43-i001.reference.tif,1811.25478,17.6616334,8.105787005,2,0
mufs190-1952-dpb3h155-i001.reference.tif,mufs190-1952-dpb3h157-i001.reference.tif,3159.69968,17.67711812,-1,2,0
mufs190-1952-cni3h149-i001.reference.tif,mufs190-1951-cni1h7-i001.reference.tif,3128.20936,17.68931482,99.54401341,2,0
mufs190-1952-cni6h72-i001.reference.tif,mufs190-1952-cni6h101-i001.reference.tif,3741.576758,17.72758772,-1,0,0
mufs190-1952-cni3h154-i001.reference.tif,mufs190-1951-cni1h14-i001.reference.tif,3208.179657,17.73822839,41.33656408,0,0
mufs190-1952-cni3h105-i001.reference.tif,mufs190-1952-cni3h84-i001.reference.tif,2870.122972,17.74016491,11.28831365,2,2
mufs190-1952-cni3h146-i001.reference.tif,mufs190-1952-cni3h147-i001.reference.tif,2062.055816,17.78767004,3.575280567,-1,-1
mufs190-1951-dpn1k52-i001.reference.tif,mufs190-1951-dpn1k50-i001.reference.tif,3622.028351,17.79226571,-1,2,2
mufs190-1951-dpn1k100-i001.reference.tif,mufs190-1951-dpn1k101-i001.reference.tif,1995.235262,17.83056925,3.517120568,0,2
mufs190-1952-cni8h6-i001.reference.tif,mufs190-1952-cni8h5-i001.reference.tif,1905.182825,17.84251944,-1,0,2
mufs190-1952-cni6h218-i001.reference.tif,mufs190-1952-cni6h7-i001.reference.tif,3531.771929,17.86786153,-1,2,0
mufs190-1952-cxi5h81-i001.reference.tif,mufs190-1952-cxi5h79-i001.reference.tif,3281.098325,17.87877814,-1,0,0
mufs190-1952-cni3h14-i001.reference.tif,mufs190-1952-cni3h82-i001.reference.tif,3959.307642,17.90753744,-1,2,2
mufs190-1952-cni4h121-i001.reference.tif,mufs190-1952-cni4h144-i001.reference.tif,3101.518283,17.95993141,8.569774458,2,0
mufs190-1951-dpn1k111-i001.reference.tif,mufs190-1951-dpn1k113-i001.reference.tif,3411.289068,17.96837475,-1,2,2
mufs190-1952-cni6h130-i001.reference.tif,mufs190-1952-cni6h131-i001.reference.tif,1451.939075,17.98025683,6.331604901,2,0
mufs190-1951-dpn1k22-i001.reference.tif,mufs190-1951-dpn1k21-i001.reference.tif,1578.657936,17.9803323,6.993298874,0,2
mufs190-1952-cni3h7-i001.reference.tif,mufs190-1952-cni3h89-i001.reference.tif,3767.272552,17.98448929,-1,-1,0
mufs190-1951-cni1h6-i001.reference.tif,mufs190-1951-cni1h8-i001.reference.tif,3474.618094,18.03978395,99.41790765,0,0
mufs190-1951-dpn1k18-i001.reference.tif,mufs190-1951-dpn1k17-i001.reference.tif,1396.367769,18.05020029,5.412398069,0,2
mufs190-1952-cni5h149-i001.reference.tif,mufs190-1952-cni7h84-i001.reference.tif,3622.065525,18.06470112,9.953468224,0,2
mufs190-1952-cni3h107-i001.reference.tif,mufs190-1952-dpb3h109-i001.reference.tif,3577.551053,18.06595921,-1,2,2
mufs190-1952-cni6h136-i001.reference.tif,mufs190-1952-cni6h93-i001.reference.tif,3327.512491,18.08391738,-1,2,0
mufs190-1952-dpb4h115-i001.reference.tif,mufs190-1952-dpb4h148-i001.reference.tif,3261.17444,18.23360545,-1,2,0
mufs190-1952-cni4h57-i001.reference.tif,mufs190-1952-cni4h58-i001.reference.tif,1586.850679,18.26455959,-1,-1,2
mufs190-1952-cni5h106-i001.reference.tif,mufs190-1952-cni5h148-i001.reference.tif,3451.083943,18.30279539,-1,0,2
mufs190-1952-cni6h78-i001.reference.tif,mufs190-1952-cni6h96-i001.reference.tif,2812.353218,18.33082059,2.817510171,2,2
mufs190-1952-cni4h118-i001.reference.tif,mufs190-1952-cni4h147-i001.reference.tif,2933.515299,18.33280138,3.749749838,0,2
mufs190-1952-cni6h96-i001.reference.tif,mufs190-1952-cni6h79-i001.reference.tif,3263.960151,18.39036023,6.62294504,2,0
mufs190-1952-dpb3h157-i001.reference.tif,mufs190-1951-cni1h17-i001.reference.tif,3375.404705,18.44611123,-1,0,0
mufs190-1952-cni3h147-i001.reference.tif,mufs190-1952-cni3h146-i001.reference.tif,2062.055816,18.44720954,-1,-1,-1
mufs190-1951-dpn1k101-i001.reference.tif,mufs190-1951-dpn1k100-i001.reference.tif,1995.235262,18.48055257,-1,2,0
mufs190-1952-cni4h141-i001.reference.tif,mufs190-1952-cni4h142-i001.reference.tif,1685.640583,18.49413724,-1,2,0
mufs190-1952-cni5h153-i001.reference.tif,mufs190-1952-cni8h2-i001.reference.tif,3607.052513,18.55279904,99.46504059,0,0
mufs190-1951-dpn1k25-i001.reference.tif,mufs190-1951-dpn1k24-i001.reference.tif,1588.643418,18.55998429,-1,2,0
mufs190-1952-dpb4h155-i001.reference.tif,mufs190-1952-dpb4h156-i001.reference.tif,2138.584851,18.60982547,3.197635527,2,0
mufs190-1951-dpn1k112-i001.reference.tif,mufs190-1951-dpn1k110-i001.reference.tif,3571.004849,18.61986223,9.190759773,0,0
mufs190-1952-cni5h36-i001.reference.tif,mufs190-1952-cni6h128-i001.reference.tif,3495.98235,18.63711396,14.2362431,0,2
mufs190-1951-dpl2k7-i001.reference.tif,mufs190-1951-dpl2k6-i001.reference.tif,2413.084792,18.65310839,4.960146057,0,2
mufs190-1951-dpl2k19-i001.reference.tif,mufs190-1951-dpl2k18-i001.reference.tif,2094.377063,18.68051694,-1,2,0
mufs190-1952-cxi6h36-i001.reference.tif,mufs190-1952-cxi6h35-i001.reference.tif,1502.981651,18.69585733,-1,2,0
mufs190-1951-dpn1k44-i001.reference.tif,mufs190-1951-dpn1k42-i001.reference.tif,3590.75253,18.69715663,0.780056186,2,2
mufs190-1952-cni6h8-i001.reference.tif,mufs190-1952-cni6h9-i001.reference.tif,1968.608563,18.6991977,98.70373796,2,0
mufs190-1952-dpb4h148-i001.reference.tif,mufs190-1952-cni4h147-i001.reference.tif,2084.808669,18.70183202,-1,0,2
mufs190-1951-dpn1k45-i001.reference.tif,mufs190-1951-dpn1k22-i001.reference.tif,3195.031579,18.73349827,14.22517078,0,0
mufs190-1952-dpb4h158-i001.reference.tif,mufs190-1952-dpb4h156-i001.reference.tif,3759.330972,18.7741359,0.909403913,2,0
mufs190-1951-dpn1k42-i001.reference.tif,mufs190-1951-dpn1k44-i001.reference.tif,3590.75253,18.8441516,-1,2,2
mufs190-1952-cni6h96-i001.reference.tif,mufs190-1952-cni6h78-i001.reference.tif,2812.353218,18.86226687,-1,2,2
mufs190-1952-dpb3h158-i001.reference.tif,mufs190-1952-dpb3h160-i001.reference.tif,3968.259301,18.93306555,0.717056337,0,0
mufs190-1951-dpn1k37-i001.reference.tif,mufs190-1951-dpn1k35-i001.reference.tif,3805.550334,18.93749181,2.988791415,0,0
mufs190-1952-dpb4h156-i001.reference.tif,mufs190-1952-dpb4h158-i001.reference.tif,3759.330972,18.94643553,-1,0,2
mufs190-1952-cni5h31-i001.reference.tif,mufs190-1952-cni5h104-i001.reference.tif,3657.272399,18.95599452,-1,2,0
mufs190-1951-dpn1k51-i001.reference.tif,mufs190-1951-dpn1k49-i001.reference.tif,3420.265868,18.97162243,0.732646414,0,0
mufs190-1952-dpb3h159-i001.reference.tif,mufs190-1952-dpb3h158-i001.reference.tif,2038.037616,18.9767245,-1,2,0
mufs190-1952-cni3h152-i001.reference.tif,mufs190-1952-cni3h105-i001.reference.tif,2581.095982,18.99680728,32.43439304,0,2
mufs190-1952-cni6h75-i001.reference.tif,mufs190-1952-cni6h73-i001.reference.tif,3054.764343,19.02582408,8.344207362,0,0
mufs190-1952-cni4h147-i001.reference.tif,mufs190-1952-cni4h118-i001.reference.tif,2933.515299,19.04701686,-1,2,0
mufs190-1952-dpb3h160-i001.reference.tif,mufs190-1952-dpb3h158-i001.reference.tif,3968.259301,19.0698068,-1,0,0
mufs190-1952-cni4h146-i001.reference.tif,mufs190-1952-cni6h73-i001.reference.tif,2939.888523,19.07763123,-1,0,0
mufs190-1951-dpn1k17-i001.reference.tif,mufs190-1951-dpn1k18-i001.reference.tif,1396.367769,19.08305098,-1,2,0
mufs190-1951-dpn1k49-i001.reference.tif,mufs190-1951-dpn1k51-i001.reference.tif,3420.265868,19.1116432,-1,0,0
mufs190-1952-cni5h32-i001.reference.tif,mufs190-1952-cni5h105-i001.reference.tif,3673.716502,19.14376472,-1,0,2
mufs190-1952-cxi6h37-i001.reference.tif,mufs190-1952-cxi6h38-i001.reference.tif,1545.318037,19.16375785,1.025582938,0,2
mufs190-1952-cni4h56-i001.reference.tif,mufs190-1952-cni4h91-i001.reference.tif,3172.193263,19.16957557,4.949791554,-1,-1
mufs190-1952-cni3h147-i001.reference.tif,mufs190-1952-cni3h145-i001.reference.tif,3408.211824,19.1876063,25.89922624,-1,2
mufs190-1952-cni6h131-i001.reference.tif,mufs190-1952-cni6h130-i001.reference.tif,1451.939075,19.19564952,-1,0,2
mufs190-1951-dpn1k43-i001.reference.tif,mufs190-1951-dpn1k42-i001.reference.tif,1811.25478,19.21952735,-1,0,2
mufs190-1952-dpb4h156-i001.reference.tif,mufs190-1952-dpb4h155-i001.reference.tif,2138.584851,19.22455672,-1,0,2
mufs190-1952-cni6h98-i001.reference.tif,mufs190-1952-cni6h131-i001.reference.tif,3300.620786,19.30949388,0.338475206,2,0
mufs190-1952-cni4h139-i001.reference.tif,mufs190-1952-cni4h140-i001.reference.tif,2145.933652,19.3197217,4.857370723,2,0
mufs190-1951-dpn1k21-i001.reference.tif,mufs190-1951-dpn1k22-i001.reference.tif,1578.657936,19.33229766,-1,2,0
mufs190-1951-dpl2k102-i001.reference.tif,mufs190-1951-dpl2k101-i001.reference.tif,1309.094986,19.33497931,-1,2,0
mufs190-1951-cni1h6-i001.reference.tif,mufs190-1951-cni1h7-i001.reference.tif,1398.491956,19.34666515,16.7965054,0,0
mufs190-1951-dpn1k31-i001.reference.tif,mufs190-1951-dpn1k37-i001.reference.tif,3637.942048,19.3506036,3.818539796,0,0
mufs190-1951-dpn1k21-i001.reference.tif,mufs190-1951-dpn1k47-i001.reference.tif,3252.578588,19.35477075,-1,2,0
mufs190-1952-cxi6h38-i001.reference.tif,mufs190-1952-cxi6h37-i001.reference.tif,1545.318037,19.36233465,-1,2,0
mufs190-1952-cni6h131-i001.reference.tif,mufs190-1952-cni6h98-i001.reference.tif,3300.620786,19.3750737,-1,0,2
mufs190-1952-cni6h126-i001.reference.tif,mufs190-1952-cni5h38-i001.reference.tif,3375.450337,19.40602072,22.63075154,2,0
mufs190-1951-dpn1k105-i001.reference.tif,mufs190-1951-dpn1k106-i001.reference.tif,1694.536716,19.43327694,21.74355049,2,0
mufs190-1952-cni4h123-i001.reference.tif,mufs190-1952-cni4h124-i001.reference.tif,1619.964551,19.44304758,-1,2,-1
mufs190-1951-dpn1k35-i001.reference.tif,mufs190-1951-dpn1k37-i001.reference.tif,3805.550334,19.52093174,-1,0,0
mufs190-1951-dpn1k40-i001.reference.tif,mufs190-1951-dpn1k26-i001.reference.tif,3410.528141,19.53228732,5.360208096,2,0
mufs190-1951-dpl2k101-i001.reference.tif,mufs190-1951-dpl2k75-i001.reference.tif,2798.024454,19.54163978,1.077971242,0,0
mufs190-1952-dpb3h163-i001.reference.tif,mufs190-1951-dpb1h24-i001.reference.tif,3180.683384,19.56835023,99.39061813,2,2
mufs190-1952-cni4h141-i001.reference.tif,mufs190-1952-cni4h140-i001.reference.tif,1531.462793,19.58265713,5.526323489,2,0
mufs190-1952-dpb4h110-i001.reference.tif,mufs190-1951-dpb1h22-i001.reference.tif,3887.965782,19.6083079,-1,0,2
mufs190-1951-dpl2k6-i001.reference.tif,mufs190-1951-dpl2k7-i001.reference.tif,2413.084792,19.62661728,-1,2,0
mufs190-1952-cni4h144-i001.reference.tif,mufs190-1952-cni4h121-i001.reference.tif,3101.518283,19.6433196,-1,0,2
mufs190-1951-dpl2k5-i001.reference.tif,mufs190-1951-dpl2k20-i001.reference.tif,3709.050511,19.64802869,15.82614543,0,0
mufs190-1952-cni6h94-i001.reference.tif,mufs190-1952-cni6h81-i001.reference.tif,3558.414611,19.66790199,9.054455262,2,0
mufs190-1952-cni5h153-i001.reference.tif,mufs190-1952-cni5h152-i001.reference.tif,1332.876417,19.66870807,3.604629664,0,2
mufs190-1952-dpl3k23-i001.reference.tif,mufs190-1952-dpl3k22-i001.reference.tif,1617.54384,19.6841032,1.300326129,-1,-1
mufs190-1952-cni6h79-i001.reference.tif,mufs190-1952-cni6h96-i001.reference.tif,3263.960151,19.69473147,-1,0,2
mufs190-1951-dpn1k41-i001.reference.tif,mufs190-1951-dpn1k25-i001.reference.tif,3790.609781,19.710533,7.187693874,0,2
mufs190-1952-dpb4h158-i001.reference.tif,mufs190-1952-dpb4h159-i001.reference.tif,1745.525774,19.71265696,3.10127559,2,0
mufs190-1951-cni2h211-i001.reference.tif,mufs190-1951-cni2h212-i001.reference.tif,1443.270569,19.72044078,0.179618809,-1,-1
mufs190-1951-cni1h8-i001.reference.tif,mufs190-1951-cni1h7-i001.reference.tif,2076.135093,19.72079573,-1,0,0
mufs190-1952-cni3h80-i001.reference.tif,mufs190-1952-dpb3h109-i001.reference.tif,2932.973035,19.73473468,3.061057246,0,2
mufs190-1952-cni6h135-i001.reference.tif,mufs190-1952-cni6h95-i001.reference.tif,3825.831252,19.74617257,-1,0,0
mufs190-1951-dpl2k75-i001.reference.tif,mufs190-1951-dpl2k101-i001.reference.tif,2798.024454,19.75458857,-1,0,0
mufs190-1951-cni2h212-i001.reference.tif,mufs190-1951-cni2h211-i001.reference.tif,1443.270569,19.75592614,-1,-1,-1
mufs190-1951-cni1h15-i001.reference.tif,mufs190-1951-cni1h14-i001.reference.tif,1320.720579,19.8196375,1.002019952,0,0
mufs190-1952-cni5h31-i001.reference.tif,mufs190-1952-cni5h30-i001.reference.tif,1420.743767,19.82219551,2.677930881,2,0
mufs190-1952-dpb4h151-i001.reference.tif,mufs190-1952-dpb4h115-i001.reference.tif,3969.99679,19.84314633,5.086463782,2,2
mufs190-1952-cni6h8-i001.reference.tif,mufs190-1952-cni6h7-i001.reference.tif,1358.034569,19.8525095,1.325249183,2,0
mufs190-1952-cni6h84-i001.reference.tif,mufs190-1952-cni6h90-i001.reference.tif,3141.290437,19.85627265,3.97580376,2,-1
mufs190-1951-dpl2k17-i001.reference.tif,mufs190-1951-dpl2k16-i001.reference.tif,1727.081903,19.8611337,-1,2,0
mufs190-1952-cni7h82-i001.reference.tif,mufs190-1952-cni7h83-i001.reference.tif,1651.061773,19.8873554,9.017278265,0,0
mufs190-1952-dpl3k22-i001.reference.tif,mufs190-1952-dpl3k23-i001.reference.tif,1617.54384,19.94343286,-1,-1,-1
mufs190-1951-dpn1k46-i001.reference.tif,mufs190-1951-dpn1k48-i001.reference.tif,3645.521032,19.99187385,1.019569831,2,2
mufs190-1952-dpb3h110-i001.reference.tif,mufs190-1952-cni3h108-i001.reference.tif,3185.262782,19.99567646,-1,0,0
mufs190-1952-cni3h84-i001.reference.tif,mufs190-1952-cni3h105-i001.reference.tif,2870.122972,19.99755122,-1,2,2
mufs190-1951-cni1h14-i001.reference.tif,mufs190-1951-cni1h15-i001.reference.tif,1320.720579,20.02024435,-1,0,0
mufs190-1952-cni7h84-i001.reference.tif,mufs190-1952-cni5h149-i001.reference.tif,3622.065525,20.06151794,-1,2,0
mufs190-1951-dpn1k37-i001.reference.tif,mufs190-1951-dpn1k31-i001.reference.tif,3637.942048,20.11884989,-1,0,0
mufs190-1952-cni6h7-i001.reference.tif,mufs190-1952-cni6h8-i001.reference.tif,1358.034569,20.11913821,-1,0,2
mufs190-1952-cni4h120-i001.reference.tif,mufs190-1952-cni4h144-i001.reference.tif,2843.541262,20.14074558,9.177164322,0,0
mufs190-1952-dpb4h151-i001.reference.tif,mufs190-1952-dpb4h152-i001.reference.tif,1681.232437,20.16014497,-1,2,0
mufs190-1951-dpn1k49-i001.reference.tif,mufs190-1951-dpn1k50-i001.reference.tif,1877.890941,20.16614734,5.604797521,0,2
mufs190-1952-cni4h91-i001.reference.tif,mufs190-1952-cni4h56-i001.reference.tif,3172.193263,20.1678417,-1,-1,-1
mufs190-1952-cni5h157-i001.reference.tif,mufs190-1952-cni5h97-i001.reference.tif,3502.935272,20.18024484,0.10589521,0,2
mufs190-1952-cni6h81-i001.reference.tif,mufs190-1952-cni6h79-i001.reference.tif,3072.850614,20.19009741,-1,0,0
mufs190-1951-dpn1k48-i001.reference.tif,mufs190-1951-dpn1k46-i001.reference.tif,3645.521032,20.19780457,-1,2,2
mufs190-1952-cni3h13-i001.reference.tif,mufs190-1952-cni3h82-i001.reference.tif,3557.305441,20.19855562,9.517703624,-1,2
mufs190-1952-cni5h97-i001.reference.tif,mufs190-1952-cni5h157-i001.reference.tif,3502.935272,20.2016374,-1,2,0
mufs190-1952-cni5h150-i001.reference.tif,mufs190-1952-cni5h151-i001.reference.tif,1571.53168,20.22798037,0.923163875,2,0
mufs190-1952-cni6h80-i001.reference.tif,mufs190-1952-cni6h94-i001.reference.tif,3468.242569,20.27902061,3.933091853,2,2
mufs190-1952-cni4h140-i001.reference.tif,mufs190-1952-cni4h139-i001.reference.tif,2145.933652,20.30606243,-1,0,2
mufs190-1952-dpb4h159-i001.reference.tif,mufs190-1952-dpb4h158-i001.reference.tif,1745.525774,20.34356704,-1,0,2
mufs190-1951-dpn1k36-i001.reference.tif,mufs190-1951-dpn1k31-i001.reference.tif,2858.293071,20.34758542,1.34815895,2,0
mufs190-1952-dpb3h109-i001.reference.tif,mufs190-1952-cni3h80-i001.reference.tif,2932.973035,20.35790171,-1,2,0
mufs190-1952-cni5h30-i001.reference.tif,mufs190-1952-cni5h31-i001.reference.tif,1420.743767,20.36762647,-1,0,2
mufs190-1952-cni4h121-i001.reference.tif,mufs190-1952-cni4h120-i001.reference.tif,1505.154689,20.38034646,7.633392848,2,0
mufs190-1952-cni8h4-i001.reference.tif,mufs190-1952-cni8h2-i001.reference.tif,3027.015202,20.40339128,23.53384139,0,0
mufs190-1952-cni5h152-i001.reference.tif,mufs190-1952-cni5h153-i001.reference.tif,1332.876417,20.40420406,-1,2,0
mufs190-1952-cni5h151-i001.reference.tif,mufs190-1952-cni5h150-i001.reference.tif,1571.53168,20.41645773,-1,0,2
mufs190-1951-dpb1h22-i001.reference.tif,mufs190-1951-dpb1h23-i001.reference.tif,1313.062658,20.4468608,98.81605127,2,0
mufs190-1951-dpn1k110-i001.reference.tif,mufs190-1951-dpn1k112-i001.reference.tif,3571.004849,20.50436958,-1,0,0
mufs190-1952-cni4h144-i001.reference.tif,mufs190-1952-cni4h143-i001.reference.tif,1634.786953,20.50854982,-1,0,2
mufs190-1952-cxi6h37-i001.reference.tif,mufs190-1952-cxi5h82-i001.reference.tif,3687.274289,20.56834962,-1,0,2
mufs190-1952-cni7h84-i001.reference.tif,mufs190-1952-cni5h150-i001.reference.tif,3480.20625,20.60424722,1.960912128,2,2
mufs190-1951-dpn1k108-i001.reference.tif,mufs190-1951-dpn1k110-i001.reference.tif,3288.76623,20.61697283,4.698848535,0,0
mufs190-1951-dpn1k31-i001.reference.tif,mufs190-1951-dpn1k36-i001.reference.tif,2858.293071,20.625652,-1,0,2
mufs190-1951-dpn1k26-i001.reference.tif,mufs190-1951-dpn1k40-i001.reference.tif,3410.528141,20.63855691,-1,0,2
mufs190-1952-cni5h104-i001.reference.tif,mufs190-1952-cni5h152-i001.reference.tif,3456.322096,20.67811972,8.370428017,0,2
mufs190-1952-cni6h90-i001.reference.tif,mufs190-1952-cni6h84-i001.reference.tif,3141.290437,20.67840547,-1,-1,2
mufs190-1952-cni5h107-i001.reference.tif,mufs190-1952-cni5h108-i001.reference.tif,1763.955211,20.72693448,0.934710274,2,0
mufs190-1952-cni4h140-i001.reference.tif,mufs190-1952-cni4h141-i001.reference.tif,1531.462793,20.72816244,-1,0,2
mufs190-1952-cni6h73-i001.reference.tif,mufs190-1952-cni6h75-i001.reference.tif,3054.764343,20.75790688,-1,0,0
mufs190-1952-cni4h85-i001.reference.tif,mufs190-1952-cni4h86-i001.reference.tif,1885.804643,20.75949482,3.212004035,2,0
mufs190-1952-cni4h140-i001.reference.tif,mufs190-1952-cni6h78-i001.reference.tif,3972.038197,20.84727251,-1,0,2
mufs190-1952-dpb4h115-i001.reference.tif,mufs190-1952-dpb4h151-i001.reference.tif,3969.99679,20.90655044,-1,2,2
mufs190-1952-cni5h108-i001.reference.tif,mufs190-1952-cni5h107-i001.reference.tif,1763.955211,20.92249923,-1,0,2
mufs190-1952-cni4h90-i001.reference.tif,mufs190-1952-cni4h57-i001.reference.tif,3103.692876,20.95858037,7.27097036,-1,-1
mufs190-1952-cni4h142-i001.reference.tif,mufs190-1952-cni6h77-i001.reference.tif,3187.595994,20.95895942,4.706534312,0,0
mufs190-1951-dpl2k76-i001.reference.tif,mufs190-1951-dpl2k102-i001.reference.tif,3475.613263,21.00946605,11.85762652,2,2
mufs190-1952-cni5h150-i001.reference.tif,mufs190-1952-cni7h84-i001.reference.tif,3480.20625,21.01635957,-1,2,2
mufs190-1952-cni3h82-i001.reference.tif,mufs190-1952-cni3h83-i001.reference.tif,2328.51657,21.03377276,5.339786923,2,0
mufs190-1951-dpn1k23-i001.reference.tif,mufs190-1951-dpn1k25-i001.reference.tif,3286.890862,21.08243132,1.282448816,2,2
mufs190-1952-cni6h94-i001.reference.tif,mufs190-1952-cni6h80-i001.reference.tif,3468.242569,21.10926749,-1,2,2
mufs190-1951-dpn1k45-i001.reference.tif,mufs190-1951-dpn1k21-i001.reference.tif,3722.497673,21.12378646,21.13192751,0,2
mufs190-1952-cni5h149-i001.reference.tif,mufs190-1952-cni5h151-i001.reference.tif,2943.493849,21.17013693,0.260313359,0,0
mufs190-1952-cni5h151-i001.reference.tif,mufs190-1952-cni5h149-i001.reference.tif,2943.493849,21.22538946,-1,0,0
mufs190-1952-cni5h97-i001.reference.tif,mufs190-1952-cni5h158-i001.reference.tif,3134.9397,21.22634091,1.799176339,2,2
mufs190-1951-dpn1k25-i001.reference.tif,mufs190-1951-dpn1k41-i001.reference.tif,3790.609781,21.23698228,-1,2,0
mufs190-1952-dpb4h151-i001.reference.tif,mufs190-1952-dpb4h112-i001.reference.tif,3849.331191,21.23729056,-1,2,0
mufs190-1951-dpn1k43-i001.reference.tif,mufs190-1951-dpn1k44-i001.reference.tif,1788.37571,21.25912196,2.475929589,0,2
mufs190-1952-cni6h137-i001.reference.tif,mufs190-1952-cni6h135-i001.reference.tif,2779.467332,21.26611419,7.888088516,2,0
mufs190-1952-cni5h153-i001.reference.tif,mufs190-1952-cni5h151-i001.reference.tif,3021.11313,21.2689696,-1,0,0
mufs190-1952-cni4h55-i001.reference.tif,mufs190-1952-cni4h57-i001.reference.tif,3069.273254,21.27675389,6.583231892,-1,-1
mufs190-1952-cni6h219-i001.reference.tif,mufs190-1952-cni6h220-i001.reference.tif,1778.092102,21.31201277,13.96285592,0,2
mufs190-1952-cni7h83-i001.reference.tif,mufs190-1952-cni7h84-i001.reference.tif,1784.229445,21.35402185,7.772500989,0,2
mufs190-1951-dpn1k25-i001.reference.tif,mufs190-1951-dpn1k23-i001.reference.tif,3286.890862,21.35631513,-1,2,2
mufs190-1951-dpn1k50-i001.reference.tif,mufs190-1951-dpn1k49-i001.reference.tif,1877.890941,21.36352994,-1,2,0
mufs190-1952-cni3h90-i001.reference.tif,mufs190-1952-cni3h88-i001.reference.tif,3366.216648,21.37352308,2.047147448,2,2
mufs190-1952-cni4h86-i001.reference.tif,mufs190-1952-cni4h85-i001.reference.tif,1885.804643,21.4484189,-1,0,2
mufs190-1951-dpn1k29-i001.reference.tif,mufs190-1951-dpn1k31-i001.reference.tif,3984.634946,21.48877516,8.256005616,2,0
mufs190-1951-dpl2k6-i001.reference.tif,mufs190-1951-dpl2k20-i001.reference.tif,2870.89598,21.50268,0.920498026,2,0
mufs190-1952-cni6h129-i001.reference.tif,mufs190-1952-cni5h35-i001.reference.tif,3466.160106,21.52662827,15.93298653,0,2
mufs190-1952-dpb4h116-i001.reference.tif,mufs190-1952-cni4h118-i001.reference.tif,3641.787356,21.56195773,10.53606676,0,0
mufs190-1952-dpb3h110-i001.reference.tif,mufs190-1952-cni3h80-i001.reference.tif,3077.873805,21.5751675,8.660829998,0,0
mufs190-1952-cni5h158-i001.reference.tif,mufs190-1952-cni5h97-i001.reference.tif,3134.9397,21.61523714,-1,2,2
mufs190-1952-cni6h81-i001.reference.tif,mufs190-1952-cni6h94-i001.reference.tif,3558.414611,21.62602033,-1,0,2
mufs190-1951-dpn1k110-i001.reference.tif,mufs190-1951-dpn1k108-i001.reference.tif,3288.76623,21.63349814,-1,0,0
mufs190-1952-cxi5h82-i001.reference.tif,mufs190-1952-cxi5h84-i001.reference.tif,3366.112689,21.6393574,4.213772821,2,2
mufs190-1952-cni6h94-i001.reference.tif,mufs190-1952-cni6h135-i001.reference.tif,3490.056144,21.6667019,11.46760077,2,0
mufs190-1952-cni5h153-i001.reference.tif,mufs190-1952-cni5h154-i001.reference.tif,1250.491888,21.69178079,2.649634113,0,2
mufs190-1951-dpl2k20-i001.reference.tif,mufs190-1951-dpl2k6-i001.reference.tif,2870.89598,21.70245063,-1,0,2
mufs190-1952-cni6h128-i001.reference.tif,mufs190-1952-cni5h36-i001.reference.tif,3495.98235,21.73075741,-1,2,0
mufs190-1952-cni6h79-i001.reference.tif,mufs190-1952-cni4h141-i001.reference.tif,2825.919479,21.76074063,4.201631226,0,2
mufs190-1951-dpn1k60-i001.reference.tif,mufs190-1951-dpn1k62-i001.reference.tif,3252.711615,21.79852038,7.485282676,0,0
mufs190-1951-dpn1k44-i001.reference.tif,mufs190-1951-dpn1k43-i001.reference.tif,1788.37571,21.79884604,-1,2,0
mufs190-1952-cni5h39-i001.reference.tif,mufs190-1952-cni5h38-i001.reference.tif,1466.065928,21.79901915,7.053581563,0,0
mufs190-1952-cni3h88-i001.reference.tif,mufs190-1952-cni3h90-i001.reference.tif,3366.216648,21.82021505,-1,2,2
mufs190-1952-cni3h9-i001.reference.tif,mufs190-1952-cni4h42-i001.reference.tif,2973.879377,21.82241234,33.74538757,0,2
