Center,Tile1,Distance1,Tile2,Distance2,Tile3,Distance3,Tile4,Distance4,Tile5,Distance5,Tile6,Distance6,Tile7,Distance7,Tile8,Distance8
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,1534.7633687978828,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,1629.54508478914,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,2889.404508267549,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,3013.568146987155,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,3355.359741194713,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h30-i001.reference.tif,3372.061009561841,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3398.6313778732074,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3526.7680454145784
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,1358.0374608347379,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,1534.7633687978828,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,2917.0438205698715,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,3019.5640959683337,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3160.3742971889787,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,3263.348620897148,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h31-i001.reference.tif,3447.6961232664266,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3651.881500307032
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,1358.0374608347379,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,1559.1999723288052,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,2889.404508267549,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,2976.836191639513,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,3235.9630840231794,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h32-i001.reference.tif,3421.997876582634,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3450.67122385493,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,3456.3220960128906
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,1559.1999723288052,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,1676.7976384180436,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,2917.0438205698715,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3120.454985304848,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,3196.2542101173067,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h33-i001.reference.tif,3358.844198477238,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,3389.1090131158,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,3401.728214404683
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h135-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h134-i001.reference.tif,1532.9951330687945,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h136-i001.reference.tif,1568.675490078107,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h28-i001.reference.tif,2738.80963850931,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h137-i001.reference.tif,2779.467332347777,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h29-i001.reference.tif,3287.226520936548,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h27-i001.reference.tif,3299.143855547395,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h94-i001.reference.tif,3490.0561437991037,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni6h95-i001.reference.tif,3825.831252017109
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,1809.2914700848235,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3175.1890216531424,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,3243.5640834852275,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,3451.083943195182,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,3583.3018355778713,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h82-i001.reference.tif,3712.5188503840063,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h108-i001.reference.tif,3885.3506617980606,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,1392.0719882927308,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,1809.2914700848235,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,2943.4938493692766,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,2962.746984122099,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3196.2542101173067,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3622.0655252063107,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h107-i001.reference.tif,3674.727574932526,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,3939.5409811923864
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,1392.0719882927308,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,1571.5316802061056,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3120.454985304848,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3175.1890216531424,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,3268.605544472619,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3450.67122385493,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3480.206249697909,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h106-i001.reference.tif,3595.3442586189826
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,1571.5316802061056,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,1699.7458951108733,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,2943.4938493692766,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,2976.836191639513,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3021.1131302669373,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3263.348620897148,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h105-i001.reference.tif,3401.728214404683,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,3780.644447540929
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,1332.8764170542665,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,1699.7458951108733,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,2566.8514918919113,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3019.5640959683337,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3268.605544472619,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3355.359741194713,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h104-i001.reference.tif,3456.3220960128906,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,3753.3034332510797
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,1250.4918879163479,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,1332.8764170542665,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,3005.7746704041256,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,3021.1131302669373,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3398.6313778732074,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h2-i001.reference.tif,3607.052513009263,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h103-i001.reference.tif,3651.881500307032,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3702.223366471799
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,1250.4918879163479,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,1758.0434620437582,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,2566.8514918919113,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h101-i001.reference.tif,3351.423871050887,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,3481.8769932264977,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h2-i001.reference.tif,3546.201422512202,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h102-i001.reference.tif,3626.058049829266,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h156-i001.reference.tif,3642.3338364968404
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,1758.0434620437582,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h156-i001.reference.tif,1884.3752383325102,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3005.7746704041256,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h100-i001.reference.tif,3176.625633064605,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h157-i001.reference.tif,3199.710951768307,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h99-i001.reference.tif,3440.5314021221197,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h3-i001.reference.tif,3529.7075963792727,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h4-i001.reference.tif,3592.500562275804
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h82-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,1651.061772551746,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3432.327815610161,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3712.5188503840063,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h82-i001.reference.tif,1651.061772551746,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,1784.2294445875546,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h112-i001.reference.tif,3310.29522393491,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h148-i001.reference.tif,3583.3018355778713,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,3939.5409811923864,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,1784.2294445875546,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h112-i001.reference.tif,3075.713985882903,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,3338.1713468704243,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h111-i001.reference.tif,3375.3859528419925,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h82-i001.reference.tif,3432.327815610161,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h150-i001.reference.tif,3480.206249697909,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h149-i001.reference.tif,3622.0655252063107,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h110-i001.reference.tif,2633.40490616681,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h2-i001.reference.tif,3078.746398535081,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3338.1713468704243,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h111-i001.reference.tif,3396.3391892137456,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h152-i001.reference.tif,3753.3034332510797,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h151-i001.reference.tif,3780.644447540929,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h110-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h111-i001.reference.tif,1625.489041697618,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,2633.40490616681,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h112-i001.reference.tif,3334.662955410915,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h111-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h110-i001.reference.tif,1625.489041697618,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h112-i001.reference.tif,1715.0863433170503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3375.3859528419925,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,3396.3391892137456,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h112-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h111-i001.reference.tif,1715.0863433170503,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h84-i001.reference.tif,3075.713985882903,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h83-i001.reference.tif,3310.29522393491,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h110-i001.reference.tif,3334.662955410915,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h2-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h3-i001.reference.tif,1524.2016819532653,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h4-i001.reference.tif,3027.015201889005,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni7h86-i001.reference.tif,3078.746398535081,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,3546.201422512202,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h153-i001.reference.tif,3607.052513009263,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h3-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h4-i001.reference.tif,1503.4826446675258,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h2-i001.reference.tif,1524.2016819532653,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni8h5-i001.reference.tif,3031.672788820722,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h155-i001.reference.tif,3529.7075963792727,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni5h154-i001.reference.tif,3770.8520907228713,None,9223372036854775807,None,9223372036854775807,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h8-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h9-i001.reference.tif,1466.0646359774782,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h7-i001.reference.tif,2076.135092624353,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h11-i001.reference.tif,2540.4454513314513,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h150-i001.reference.tif,2945.255372261161,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h149-i001.reference.tif,3268.9684509342524,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h6-i001.reference.tif,3474.6180940150857,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h123-i001.reference.tif,3581.3794772758592,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h151-i001.reference.tif,3935.179171162515
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h9-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h11-i001.reference.tif,1092.7404189864124,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h8-i001.reference.tif,1466.0646359774782,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h12-i001.reference.tif,2823.2167304705317,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h150-i001.reference.tif,3174.913489041757,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h151-i001.reference.tif,3440.893625409263,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h7-i001.reference.tif,3535.214439385012,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h122-i001.reference.tif,3929.9822746019477,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h11-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h9-i001.reference.tif,1092.7404189864124,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h12-i001.reference.tif,1777.0573098753994,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h8-i001.reference.tif,2540.4454513314513,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h151-i001.reference.tif,3188.4740019555575,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h152-i001.reference.tif,3418.1026116641183,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h150-i001.reference.tif,3508.2059148173716,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h122-i001.reference.tif,3981.1821060933394,None,9223372036854775807
D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h12-i001.reference.tif,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h11-i001.reference.tif,1777.0573098753994,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h13-i001.reference.tif,2266.4996241161,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1951-cni1h9-i001.reference.tif,2823.2167304705317,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h152-i001.reference.tif,3303.694844311081,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h121-i001.reference.tif,3558.0368211414693,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni3h153-i001.reference.tif,3623.7285279409143,D:\MacConnell\Photos_Georeferenced_Samples\mufs190-1952-cni4h120-i001.reference.tif,3797.912883721125,None,9223372036854775807
