MacFile,Tile1,Tile2,Tile3,Tile4,Tile5,Tile6,Tile7,Tile8,Tile9
mufs190-1952-dpm3k137-i001-001.tif,18TXM345740\18TXM345740.jp2,18TXM360740\18TXM360740.jp2,18TXM375740\18TXM375740.jp2,18TXM345725\18TXM345725.jp2,18TXM360725\18TXM360725.jp2,18TXM375725\18TXM375725.jp2,18TXM345710\18TXM345710.jp2,18TXM360710\18TXM360710.jp2,18TXM375710\18TXM375710.jp2
mufs190-1952-dpm3k138-i001-001.tif,18TXM345725\18TXM345725.jp2,18TXM360725\18TXM360725.jp2,18TXM375725\18TXM375725.jp2,18TXM345710\18TXM345710.jp2,18TXM360710\18TXM360710.jp2,18TXM375710\18TXM375710.jp2,18TXM345695\18TXM345695.jp2,18TXM360695\18TXM360695.jp2,18TXM375695\18TXM375695.jp2
mufs190-1952-dpm3k139-i001-001.tif,18TXM345710\18TXM345710.jp2,18TXM360710\18TXM360710.jp2,18TXM375710\18TXM375710.jp2,18TXM345695\18TXM345695.jp2,18TXM360695\18TXM360695.jp2,18TXM375695\18TXM375695.jp2,18TXM345680\18TXM345680.jp2,18TXM360680\18TXM360680.jp2,18TXM375680\18TXM375680.jp2
mufs190-1952-dpm3k140-i001-001.tif,18TXM345695\18TXM345695.jp2,18TXM360695\18TXM360695.jp2,18TXM375695\18TXM375695.jp2,18TXM345680\18TXM345680.jp2,18TXM360680\18TXM360680.jp2,18TXM375680\18TXM375680.jp2,18TXM345665\18TXM345665.jp2,18TXM360665\18TXM360665.jp2,18TXM375665\18TXM375665.jp2
mufs190-1952-dpm3k141-i001-001.tif,18TXM345680\18TXM345680.jp2,18TXM360680\18TXM360680.jp2,18TXM375680\18TXM375680.jp2,18TXM345665\18TXM345665.jp2,18TXM360665\18TXM360665.jp2,18TXM375665\18TXM375665.jp2,18TXM345650\18TXM345650.jp2,18TXM360650\18TXM360650.jp2,18TXM375650\18TXM375650.jp2
mufs190-1952-dpm3k142-i001-001.tif,18TXM345665\18TXM345665.jp2,18TXM360665\18TXM360665.jp2,18TXM375665\18TXM375665.jp2,18TXM345650\18TXM345650.jp2,18TXM360650\18TXM360650.jp2,18TXM375650\18TXM375650.jp2,18TXM345635\18TXM345635.jp2,18TXM360635\18TXM360635.jp2,18TXM375635\18TXM375635.jp2
mufs190-1952-dpm3k143-i001-001.tif,18TXM345650\18TXM345650.jp2,18TXM360650\18TXM360650.jp2,18TXM375650\18TXM375650.jp2,18TXM345635\18TXM345635.jp2,18TXM360635\18TXM360635.jp2,18TXM375635\18TXM375635.jp2,18TXM345620\18TXM345620.jp2,18TXM360620\18TXM360620.jp2,18TXM375620\18TXM375620.jp2
mufs190-1952-dpm3k144-i001-001.tif,18TXM345635\18TXM345635.jp2,18TXM360635\18TXM360635.jp2,18TXM375635\18TXM375635.jp2,18TXM345620\18TXM345620.jp2,18TXM360620\18TXM360620.jp2,18TXM375620\18TXM375620.jp2,18TXM345605\18TXM345605.jp2,18TXM360605\18TXM360605.jp2,18TXM375605\18TXM375605.jp2
mufs190-1952-dpm3k145-i001-001.tif,18TXM345620\18TXM345620.jp2,18TXM360620\18TXM360620.jp2,18TXM375620\18TXM375620.jp2,18TXM345605\18TXM345605.jp2,18TXM360605\18TXM360605.jp2,18TXM375605\18TXM375605.jp2,18TXM360590\18TXM360590.jp2,18TXM375590\18TXM375590.jp2,18TXM390590\18TXM390590.jp2
mufs190-1952-dpm3k146-i001-001.tif,18TXM345605\18TXM345605.jp2,18TXM360605\18TXM360605.jp2,18TXM375605\18TXM375605.jp2,18TXM345590\18TXM345590.jp2,18TXM360590\18TXM360590.jp2,18TXM375590\18TXM375590.jp2,18TXM360575\18TXM360575.jp2,18TXM375575\18TXM375575.jp2,18TXM390575\18TXM390575.jp2
mufs190-1952-dpm3k147-i001-001.tif,18TXM345590\18TXM345590.jp2,18TXM360590\18TXM360590.jp2,18TXM375590\18TXM375590.jp2,18TXM360575\18TXM360575.jp2,18TXM375575\18TXM375575.jp2,18TXM375575\18TXM375575.jp2,18TXM360560\18TXM360560.jp2,18TXM375560\18TXM375560.jp2,18TXM390560\18TXM390560.jp2
mufs190-1952-dpm3k154-i001-001.tif,18TXM390575\18TXM390575.jp2,18TXM405575\18TXM405575.jp2,18TXM420575\18TXM420575.jp2,18TXM390560\18TXM390560.jp2,18TXM405560\18TXM405560.jp2,18TXM420560\18TXM420560.jp2,None,None,None
mufs190-1952-dpm3k155-i001-001.tif,18TXM390590\18TXM390590.jp2,18TXM405590\18TXM405590.jp2,18TXM420590\18TXM420590.jp2,18TXM390575\18TXM390575.jp2,18TXM405575\18TXM405575.jp2,18TXM420575\18TXM420575.jp2,18TXM390560\18TXM390560.jp2,18TXM405560\18TXM405560.jp2,18TXM420560\18TXM420560.jp2
mufs190-1952-dpm3k156-i001-001.tif,18TXM390605\18TXM390605.jp2,18TXM405605\18TXM405605.jp2,18TXM420605\18TXM420605.jp2,18TXM390590\18TXM390590.jp2,18TXM405590\18TXM405590.jp2,18TXM420590\18TXM420590.jp2,18TXM390575\18TXM390575.jp2,18TXM405575\18TXM405575.jp2,18TXM420575\18TXM420575.jp2
mufs190-1952-dpm3k157-i001-001.tif,18TXM390620\18TXM390620.jp2,18TXM405620\18TXM405620.jp2,18TXM420620\18TXM420620.jp2,18TXM390605\18TXM390605.jp2,18TXM405605\18TXM405605.jp2,18TXM420605\18TXM420605.jp2,18TXM390590\18TXM390590.jp2,18TXM405590\18TXM405590.jp2,18TXM420590\18TXM420590.jp2
mufs190-1952-dpm3k158-i001-001.tif,18TXM390650\18TXM390650.jp2,18TXM405650\18TXM405650.jp2,18TXM420650\18TXM420650.jp2,18TXM390635\18TXM390635.jp2,18TXM405635\18TXM405635.jp2,18TXM420635\18TXM420635.jp2,18TXM390620\18TXM390620.jp2,18TXM405620\18TXM405620.jp2,18TXM420620\18TXM420620.jp2
mufs190-1952-dpm3k159-i001-001.tif,18TXM390665\18TXM390665.jp2,18TXM405665\18TXM405665.jp2,18TXM420665\18TXM420665.jp2,18TXM390650\18TXM390650.jp2,18TXM405650\18TXM405650.jp2,18TXM420650\18TXM420650.jp2,18TXM390635\18TXM390635.jp2,18TXM405635\18TXM405635.jp2,18TXM420635\18TXM420635.jp2
mufs190-1952-dpm3k160-i001-001.tif,18TXM390680\18TXM390680.jp2,18TXM405680\18TXM405680.jp2,18TXM420680\18TXM420680.jp2,18TXM390665\18TXM390665.jp2,18TXM405665\18TXM405665.jp2,18TXM420665\18TXM420665.jp2,18TXM390650\18TXM390650.jp2,18TXM405650\18TXM405650.jp2,18TXM420650\18TXM420650.jp2
mufs190-1952-dpm3k161-i001-001.tif,18TXM375695\18TXM375695.jp2,18TXM390695\18TXM390695.jp2,18TXM405695\18TXM405695.jp2,18TXM390680\18TXM390680.jp2,18TXM405680\18TXM405680.jp2,18TXM420680\18TXM420680.jp2,18TXM390665\18TXM390665.jp2,18TXM405665\18TXM405665.jp2,18TXM420665\18TXM420665.jp2
mufs190-1952-dpm3k162-i001-001.tif,18TXM375710\18TXM375710.jp2,18TXM390710\18TXM390710.jp2,18TXM405710\18TXM405710.jp2,18TXM375695\18TXM375695.jp2,18TXM390695\18TXM390695.jp2,18TXM405695\18TXM405695.jp2,18TXM375680\18TXM375680.jp2,18TXM390680\18TXM390680.jp2,18TXM405680\18TXM405680.jp2
mufs190-1952-dpm3k163-i001-001.tif,18TXM375725\18TXM375725.jp2,18TXM390725\18TXM390725.jp2,18TXM405725\18TXM405725.jp2,18TXM375710\18TXM375710.jp2,18TXM390710\18TXM390710.jp2,18TXM405710\18TXM405710.jp2,18TXM375695\18TXM375695.jp2,18TXM390695\18TXM390695.jp2,18TXM405695\18TXM405695.jp2
mufs190-1952-dpm3k164-i001-001.tif,18TXM375740\18TXM375740.jp2,18TXM390740\18TXM390740.jp2,18TXM405740\18TXM405740.jp2,18TXM375725\18TXM375725.jp2,18TXM390725\18TXM390725.jp2,18TXM405725\18TXM405725.jp2,18TXM375710\18TXM375710.jp2,18TXM390710\18TXM390710.jp2,18TXM405710\18TXM405710.jp2
mufs190-1952-dpm3k165-i001-001.tif,18TXM375755\18TXM375755.jp2,18TXM390755\18TXM390755.jp2,18TXM405770\18TXM405770.jp2,18TXM375740\18TXM375740.jp2,18TXM390740\18TXM390740.jp2,18TXM405755\18TXM405755.jp2,18TXM375725\18TXM375725.jp2,18TXM390725\18TXM390725.jp2,18TXM405740\18TXM405740.jp2
mufs190-1952-dpm3k166-i001-001.tif,18TXM375785\18TXM375785.jp2,18TXM390785\18TXM390785.jp2,18TXM405785\18TXM405785.jp2,18TXM375770\18TXM375770.jp2,18TXM390770\18TXM390770.jp2,18TXM405770\18TXM405770.jp2,18TXM375755\18TXM375755.jp2,18TXM390755\18TXM390755.jp2,18TXM405755\18TXM405755.jp2
mufs190-1952-dpm3k167-i001-001.tif,18TXM375800\18TXM375800.jp2,18TXM390800\18TXM390800.jp2,18TXM405800\18TXM405800.jp2,18TXM375785\18TXM375785.jp2,18TXM390785\18TXM390785.jp2,18TXM405785\18TXM405785.jp2,18TXM375770\18TXM375770.jp2,18TXM390770\18TXM390770.jp2,18TXM405770\18TXM405770.jp2
mufs190-1952-dpm3k168-i001-001.tif,18TXM375815\18TXM375815.jp2,18TXM390815\18TXM390815.jp2,18TXM405815\18TXM405815.jp2,18TXM375800\18TXM375800.jp2,18TXM390800\18TXM390800.jp2,18TXM405800\18TXM405800.jp2,18TXM375785\18TXM375785.jp2,18TXM390785\18TXM390785.jp2,18TXM405785\18TXM405785.jp2
mufs190-1952-dpm3k169-i001-001.tif,18TXM375830\18TXM375830.jp2,18TXM390830\18TXM390830.jp2,18TXM405830\18TXM405830.jp2,18TXM375815\18TXM375815.jp2,18TXM390815\18TXM390815.jp2,18TXM405815\18TXM405815.jp2,18TXM375800\18TXM375800.jp2,18TXM390800\18TXM390800.jp2,18TXM405800\18TXM405800.jp2
mufs190-1952-dpm3k170-i001-001.tif,18TXM375845\18TXM375845.jp2,18TXM390845\18TXM390845.jp2,18TXM405845\18TXM405845.jp2,18TXM375830\18TXM375830.jp2,18TXM390830\18TXM390830.jp2,18TXM405830\18TXM405830.jp2,18TXM375815\18TXM375815.jp2,18TXM390815\18TXM390815.jp2,18TXM405815\18TXM405815.jp2
mufs190-1952-dpm3k171-i001-001.tif,18TXM375860\18TXM375860.jp2,18TXM390860\18TXM390860.jp2,18TXM405860\18TXM405860.jp2,18TXM375845\18TXM375845.jp2,18TXM390845\18TXM390845.jp2,18TXM405845\18TXM405845.jp2,18TXM375830\18TXM375830.jp2,18TXM390830\18TXM390830.jp2,18TXM405830\18TXM405830.jp2
mufs190-1952-dpm3k172-i001-001.tif,18TXM375875\18TXM375875.jp2,18TXM390875\18TXM390875.jp2,18TXM405875\18TXM405875.jp2,18TXM375860\18TXM375860.jp2,18TXM390860\18TXM390860.jp2,18TXM405860\18TXM405860.jp2,18TXM375845\18TXM375845.jp2,18TXM390845\18TXM390845.jp2,18TXM405845\18TXM405845.jp2
mufs190-1952-dpm3k173-i001-001.tif,18TXM375890\18TXM375890.jp2,18TXM390890\18TXM390890.jp2,18TXM405905\18TXM405905.jp2,18TXM375875\18TXM375875.jp2,18TXM390875\18TXM390875.jp2,18TXM405890\18TXM405890.jp2,18TXM375860\18TXM375860.jp2,18TXM390860\18TXM390860.jp2,18TXM405875\18TXM405875.jp2
mufs190-1952-dpm3k174-i001-001.tif,18TXM375920\18TXM375920.jp2,18TXM390920\18TXM390920.jp2,18TXM405920\18TXM405920.jp2,18TXM375905\18TXM375905.jp2,18TXM390905\18TXM390905.jp2,18TXM405905\18TXM405905.jp2,18TXM375890\18TXM375890.jp2,18TXM390890\18TXM390890.jp2,18TXM405890\18TXM405890.jp2
mufs190-1952-dpm3k175-i001-001.tif,18TXM375935\18TXM375935.jp2,18TXM390935\18TXM390935.jp2,18TXM405935\18TXM405935.jp2,18TXM375920\18TXM375920.jp2,18TXM390920\18TXM390920.jp2,18TXM405920\18TXM405920.jp2,18TXM375905\18TXM375905.jp2,18TXM390905\18TXM390905.jp2,18TXM405905\18TXM405905.jp2
mufs190-1952-dpm3k176-i001-001.tif,18TXM375935\18TXM375935.jp2,18TXM390935\18TXM390935.jp2,18TXM405935\18TXM405935.jp2,18TXM375920\18TXM375920.jp2,18TXM390920\18TXM390920.jp2,18TXM405920\18TXM405920.jp2,18TXM375905\18TXM375905.jp2,18TXM390905\18TXM390905.jp2,18TXM405905\18TXM405905.jp2
mufs190-1952-dpm3k177-i001-001.tif,18TXM375950\18TXM375950.jp2,18TXM390950\18TXM390950.jp2,18TXM405950\18TXM405950.jp2,18TXM375935\18TXM375935.jp2,18TXM390935\18TXM390935.jp2,18TXM405935\18TXM405935.jp2,18TXM375920\18TXM375920.jp2,18TXM390920\18TXM390920.jp2,18TXM405920\18TXM405920.jp2
mufs190-1952-dpm3k178-i001-001.tif,18TXM375965\18TXM375965.jp2,18TXM390965\18TXM390965.jp2,18TXM405980\18TXM405980.jp2,18TXM375950\18TXM375950.jp2,18TXM390950\18TXM390950.jp2,18TXM405965\18TXM405965.jp2,18TXM375935\18TXM375935.jp2,18TXM390935\18TXM390935.jp2,18TXM405950\18TXM405950.jp2
mufs190-1952-dpm3k179-i001-001.tif,18TXM375995\18TXM375995.jp2,18TXM390995\18TXM390995.jp2,18TXM405995\18TXM405995.jp2,18TXM375980\18TXM375980.jp2,18TXM390980\18TXM390980.jp2,18TXM405980\18TXM405980.jp2,18TXM375965\18TXM375965.jp2,18TXM390965\18TXM390965.jp2,18TXM405965\18TXM405965.jp2
mufs190-1952-dpm3k180-i001-001.tif,18TXN375010\18TXN375010.jp2,18TXN390010\18TXN390010.jp2,18TXN405010\18TXN405010.jp2,18TXM375995\18TXM375995.jp2,18TXM390995\18TXM390995.jp2,18TXM405995\18TXM405995.jp2,18TXM375980\18TXM375980.jp2,18TXM390980\18TXM390980.jp2,18TXM405980\18TXM405980.jp2
mufs190-1952-dpm3k181-i001-001.tif,18TXN375025\18TXN375025.jp2,18TXN390025\18TXN390025.jp2,18TXN405025\18TXN405025.jp2,18TXN375010\18TXN375010.jp2,18TXN390010\18TXN390010.jp2,18TXN405010\18TXN405010.jp2,18TXM375995\18TXM375995.jp2,18TXM390995\18TXM390995.jp2,18TXM405995\18TXM405995.jp2
mufs190-1952-dpm3k182-i001-001.tif,18TXN375040\18TXN375040.jp2,18TXN390040\18TXN390040.jp2,18TXN405040\18TXN405040.jp2,18TXN375025\18TXN375025.jp2,18TXN390025\18TXN390025.jp2,18TXN405025\18TXN405025.jp2,18TXN375010\18TXN375010.jp2,18TXN390010\18TXN390010.jp2,18TXN405010\18TXN405010.jp2
mufs190-1952-dpm3k183-i001-001.tif,18TXN375055\18TXN375055.jp2,18TXN390055\18TXN390055.jp2,18TXN405055\18TXN405055.jp2,18TXN375040\18TXN375040.jp2,18TXN390040\18TXN390040.jp2,18TXN405040\18TXN405040.jp2,18TXN375025\18TXN375025.jp2,18TXN390025\18TXN390025.jp2,18TXN405025\18TXN405025.jp2
mufs190-1952-dpm3k184-i001-001.tif,18TXN375070\18TXN375070.jp2,18TXN390070\18TXN390070.jp2,18TXN405085\18TXN405085.jp2,18TXN375055\18TXN375055.jp2,18TXN390055\18TXN390055.jp2,18TXN405070\18TXN405070.jp2,18TXN375040\18TXN375040.jp2,18TXN390040\18TXN390040.jp2,18TXN405055\18TXN405055.jp2
mufs190-1952-dpm3k185-i001-001.tif,18TXN375100\18TXN375100.jp2,18TXN390100\18TXN390100.jp2,18TXN405100\18TXN405100.jp2,18TXN375085\18TXN375085.jp2,18TXN390085\18TXN390085.jp2,18TXN405085\18TXN405085.jp2,18TXN375070\18TXN375070.jp2,18TXN390070\18TXN390070.jp2,18TXN405070\18TXN405070.jp2
mufs190-1952-dpm3k186-i001-001.tif,18TXN375115\18TXN375115.jp2,18TXN390115\18TXN390115.jp2,18TXN405115\18TXN405115.jp2,18TXN375100\18TXN375100.jp2,18TXN390100\18TXN390100.jp2,18TXN405100\18TXN405100.jp2,18TXN375085\18TXN375085.jp2,18TXN390085\18TXN390085.jp2,18TXN405085\18TXN405085.jp2
mufs190-1952-dpm3k187-i001-001.tif,18TXN375130\18TXN375130.jp2,18TXN390130\18TXN390130.jp2,18TXN405130\18TXN405130.jp2,18TXN375115\18TXN375115.jp2,18TXN390115\18TXN390115.jp2,18TXN405115\18TXN405115.jp2,18TXN375100\18TXN375100.jp2,18TXN390100\18TXN390100.jp2,18TXN405100\18TXN405100.jp2
mufs190-1952-dpm3k188-i001-001.tif,18TXN375145\18TXN375145.jp2,18TXN390145\18TXN390145.jp2,18TXN405145\18TXN405145.jp2,18TXN375130\18TXN375130.jp2,18TXN390130\18TXN390130.jp2,18TXN405130\18TXN405130.jp2,18TXN375115\18TXN375115.jp2,18TXN390115\18TXN390115.jp2,18TXN405115\18TXN405115.jp2
mufs190-1952-dpm3k189-i001-001.tif,18TXN375160\18TXN375160.jp2,18TXN390160\18TXN390160.jp2,18TXN405160\18TXN405160.jp2,18TXN375145\18TXN375145.jp2,18TXN390145\18TXN390145.jp2,18TXN405145\18TXN405145.jp2,18TXN375130\18TXN375130.jp2,18TXN390130\18TXN390130.jp2,18TXN405130\18TXN405130.jp2
mufs190-1952-dpm3k190-i001-001.tif,18TXN375175\18TXN375175.jp2,18TXN390175\18TXN390175.jp2,18TXN405175\18TXN405175.jp2,18TXN375160\18TXN375160.jp2,18TXN390160\18TXN390160.jp2,18TXN405160\18TXN405160.jp2,18TXN375145\18TXN375145.jp2,18TXN390145\18TXN390145.jp2,18TXN405145\18TXN405145.jp2
mufs190-1952-dpm3k191-i001-001.tif,18TXN375190\18TXN375190.jp2,18TXN390190\18TXN390190.jp2,18TXN405190\18TXN405190.jp2,18TXN375175\18TXN375175.jp2,18TXN390175\18TXN390175.jp2,18TXN405175\18TXN405175.jp2,18TXN375160\18TXN375160.jp2,18TXN390160\18TXN390160.jp2,18TXN405160\18TXN405160.jp2
mufs190-1952-dpm3k192-i001-001.tif,18TXN375205\18TXN375205.jp2,18TXN390205\18TXN390205.jp2,18TXN405220\18TXN405220.jp2,18TXN375190\18TXN375190.jp2,18TXN390190\18TXN390190.jp2,18TXN405205\18TXN405205.jp2,18TXN375175\18TXN375175.jp2,18TXN390175\18TXN390175.jp2,18TXN405190\18TXN405190.jp2
mufs190-1952-dpm3k193-i001-001.tif,None,18TXN390235\18TXN390235.jp2,18TXN405235\18TXN405235.jp2,18TXN375220\18TXN375220.jp2,18TXN390220\18TXN390220.jp2,18TXN405220\18TXN405220.jp2,18TXN375205\18TXN375205.jp2,18TXN390205\18TXN390205.jp2,18TXN405205\18TXN405205.jp2
mufs190-1952-dpm3k194-i001-001.tif,None,18TXN390250\18TXN390250.jp2,18TXN405250\18TXN405250.jp2,None,18TXN390235\18TXN390235.jp2,18TXN405235\18TXN405235.jp2,18TXN375220\18TXN375220.jp2,18TXN390220\18TXN390220.jp2,18TXN405220\18TXN405220.jp2
mufs190-1952-dpm3k196-i001-001.tif,None,18TXN390280\18TXN390280.jp2,18TXN405280\18TXN405280.jp2,None,18TXN390265\18TXN390265.jp2,18TXN405265\18TXN405265.jp2,None,18TXN390250\18TXN390250.jp2,18TXN405250\18TXN405250.jp2
mufs190-1952-dpm3k200-i001-001.tif,None,None,None,18TXN405340\18TXN405340.jp2,18TXN420340\18TXN420340.jp2,18TXN435340\18TXN435340.jp2,18TXN405325\18TXN405325.jp2,18TXN420325\18TXN420325.jp2,18TXN435325\18TXN435325.jp2
mufs190-1952-dpm3k201-i001-001.tif,18TXN405340\18TXN405340.jp2,18TXN420340\18TXN420340.jp2,18TXN435340\18TXN435340.jp2,18TXN405325\18TXN405325.jp2,18TXN420325\18TXN420325.jp2,18TXN435325\18TXN435325.jp2,18TXN405310\18TXN405310.jp2,18TXN420310\18TXN420310.jp2,18TXN435310\18TXN435310.jp2
mufs190-1952-dpm3k202-i001-001.tif,18TXN405310\18TXN405310.jp2,18TXN420310\18TXN420310.jp2,18TXN435325\18TXN435325.jp2,18TXN405295\18TXN405295.jp2,18TXN420295\18TXN420295.jp2,18TXN435310\18TXN435310.jp2,18TXN405280\18TXN405280.jp2,18TXN420280\18TXN420280.jp2,18TXN435295\18TXN435295.jp2
mufs190-1952-dpm3k203-i001-001.tif,18TXN405295\18TXN405295.jp2,18TXN420295\18TXN420295.jp2,18TXN435295\18TXN435295.jp2,18TXN405280\18TXN405280.jp2,18TXN420280\18TXN420280.jp2,18TXN435280\18TXN435280.jp2,18TXN405265\18TXN405265.jp2,18TXN420265\18TXN420265.jp2,18TXN435265\18TXN435265.jp2
mufs190-1952-dpm3k204-i001-001.tif,18TXN405280\18TXN405280.jp2,18TXN420280\18TXN420280.jp2,18TXN435280\18TXN435280.jp2,18TXN405265\18TXN405265.jp2,18TXN420265\18TXN420265.jp2,18TXN435265\18TXN435265.jp2,18TXN405250\18TXN405250.jp2,18TXN420250\18TXN420250.jp2,18TXN435250\18TXN435250.jp2
mufs190-1952-dpm3k205-i001-001.tif,18TXN405265\18TXN405265.jp2,18TXN420265\18TXN420265.jp2,18TXN435265\18TXN435265.jp2,18TXN405250\18TXN405250.jp2,18TXN420250\18TXN420250.jp2,18TXN435250\18TXN435250.jp2,18TXN405235\18TXN405235.jp2,18TXN420235\18TXN420235.jp2,18TXN435235\18TXN435235.jp2
mufs190-1952-dpm3k206-i001-001.tif,18TXN405235\18TXN405235.jp2,18TXN420250\18TXN420250.jp2,18TXN435250\18TXN435250.jp2,18TXN405220\18TXN405220.jp2,18TXN420235\18TXN420235.jp2,18TXN435235\18TXN435235.jp2,18TXN405205\18TXN405205.jp2,18TXN420220\18TXN420220.jp2,18TXN435220\18TXN435220.jp2
mufs190-1952-dpm3k207-i001-001.tif,18TXN405220\18TXN405220.jp2,18TXN420220\18TXN420220.jp2,18TXN435220\18TXN435220.jp2,18TXN405205\18TXN405205.jp2,18TXN420205\18TXN420205.jp2,18TXN435205\18TXN435205.jp2,18TXN405190\18TXN405190.jp2,18TXN420190\18TXN420190.jp2,18TXN435190\18TXN435190.jp2
mufs190-1952-dpm3k208-i001-001.tif,18TXN405205\18TXN405205.jp2,18TXN420205\18TXN420205.jp2,18TXN435205\18TXN435205.jp2,18TXN405190\18TXN405190.jp2,18TXN420190\18TXN420190.jp2,18TXN435190\18TXN435190.jp2,18TXN405175\18TXN405175.jp2,18TXN420175\18TXN420175.jp2,18TXN435175\18TXN435175.jp2
mufs190-1952-dpm3k209-i001-001.tif,18TXN405190\18TXN405190.jp2,18TXN420190\18TXN420190.jp2,18TXN435190\18TXN435190.jp2,18TXN405175\18TXN405175.jp2,18TXN420175\18TXN420175.jp2,18TXN435175\18TXN435175.jp2,18TXN405160\18TXN405160.jp2,18TXN420160\18TXN420160.jp2,18TXN435160\18TXN435160.jp2
mufs190-1952-dpm3k210-i001-001.tif,18TXN405175\18TXN405175.jp2,18TXN420175\18TXN420175.jp2,18TXN435175\18TXN435175.jp2,18TXN405160\18TXN405160.jp2,18TXN420160\18TXN420160.jp2,18TXN435160\18TXN435160.jp2,18TXN405145\18TXN405145.jp2,18TXN420145\18TXN420145.jp2,18TXN435145\18TXN435145.jp2
mufs190-1952-dpm3k212-i001-001.tif,18TXN405145\18TXN405145.jp2,18TXN420145\18TXN420145.jp2,18TXN435145\18TXN435145.jp2,18TXN405130\18TXN405130.jp2,18TXN420130\18TXN420130.jp2,18TXN435130\18TXN435130.jp2,18TXN405115\18TXN405115.jp2,18TXN420115\18TXN420115.jp2,18TXN435115\18TXN435115.jp2
mufs190-1952-dpm3k213-i001-001.tif,18TXN405130\18TXN405130.jp2,18TXN420130\18TXN420130.jp2,18TXN435130\18TXN435130.jp2,18TXN405115\18TXN405115.jp2,18TXN420115\18TXN420115.jp2,18TXN435115\18TXN435115.jp2,18TXN405100\18TXN405100.jp2,18TXN420100\18TXN420100.jp2,18TXN435100\18TXN435100.jp2
mufs190-1952-dpm3k214-i001-001.tif,18TXN405115\18TXN405115.jp2,18TXN420115\18TXN420115.jp2,18TXN435115\18TXN435115.jp2,18TXN405100\18TXN405100.jp2,18TXN420100\18TXN420100.jp2,18TXN435100\18TXN435100.jp2,18TXN405085\18TXN405085.jp2,18TXN420085\18TXN420085.jp2,18TXN435085\18TXN435085.jp2
mufs190-1952-dpm3k215-i001-001.tif,18TXN405100\18TXN405100.jp2,18TXN420100\18TXN420100.jp2,18TXN435100\18TXN435100.jp2,18TXN405085\18TXN405085.jp2,18TXN420085\18TXN420085.jp2,18TXN435085\18TXN435085.jp2,18TXN405070\18TXN405070.jp2,18TXN420070\18TXN420070.jp2,18TXN435070\18TXN435070.jp2
mufs190-1952-dpm3k216-i001-001.tif,18TXN405085\18TXN405085.jp2,18TXN420085\18TXN420085.jp2,18TXN435085\18TXN435085.jp2,18TXN405070\18TXN405070.jp2,18TXN420070\18TXN420070.jp2,18TXN435070\18TXN435070.jp2,18TXN405055\18TXN405055.jp2,18TXN420055\18TXN420055.jp2,18TXN435055\18TXN435055.jp2
mufs190-1952-dpm3k217-i001-001.tif,18TXN405055\18TXN405055.jp2,18TXN420055\18TXN420055.jp2,18TXN435055\18TXN435055.jp2,18TXN405040\18TXN405040.jp2,18TXN420040\18TXN420040.jp2,18TXN435040\18TXN435040.jp2,18TXN405025\18TXN405025.jp2,18TXN420025\18TXN420025.jp2,18TXN435025\18TXN435025.jp2
mufs190-1952-dpm3k218-i001-001.tif,18TXN405040\18TXN405040.jp2,18TXN420040\18TXN420040.jp2,18TXN435040\18TXN435040.jp2,18TXN405025\18TXN405025.jp2,18TXN420025\18TXN420025.jp2,18TXN435025\18TXN435025.jp2,18TXN405010\18TXN405010.jp2,18TXN420010\18TXN420010.jp2,18TXN435010\18TXN435010.jp2
mufs190-1952-dpm3k219-i001-001.tif,18TXN405025\18TXN405025.jp2,18TXN420025\18TXN420025.jp2,18TXN435025\18TXN435025.jp2,18TXN405010\18TXN405010.jp2,18TXN420010\18TXN420010.jp2,18TXN435010\18TXN435010.jp2,18TXM405995\18TXM405995.jp2,18TXM420995\18TXM420995.jp2,18TXM435995\18TXM435995.jp2
mufs190-1952-dpm3k220-i001-001.tif,18TXN405010\18TXN405010.jp2,18TXN420010\18TXN420010.jp2,18TXN435010\18TXN435010.jp2,18TXM405995\18TXM405995.jp2,18TXM420995\18TXM420995.jp2,18TXM435995\18TXM435995.jp2,18TXM405980\18TXM405980.jp2,18TXM420980\18TXM420980.jp2,18TXM435980\18TXM435980.jp2
mufs190-1952-dpm3k221-i001-001.tif,18TXM405995\18TXM405995.jp2,18TXM420995\18TXM420995.jp2,18TXM435995\18TXM435995.jp2,18TXM405980\18TXM405980.jp2,18TXM420980\18TXM420980.jp2,18TXM435980\18TXM435980.jp2,18TXM405965\18TXM405965.jp2,18TXM420965\18TXM420965.jp2,18TXM435965\18TXM435965.jp2
mufs190-1952-dpm3k222-i001-001.tif,18TXM405980\18TXM405980.jp2,18TXM420980\18TXM420980.jp2,18TXM435980\18TXM435980.jp2,18TXM405965\18TXM405965.jp2,18TXM420965\18TXM420965.jp2,18TXM435965\18TXM435965.jp2,18TXM405950\18TXM405950.jp2,18TXM420950\18TXM420950.jp2,18TXM435950\18TXM435950.jp2
mufs190-1952-dpm3k223-i001-001.tif,18TXM405965\18TXM405965.jp2,18TXM420965\18TXM420965.jp2,18TXM435965\18TXM435965.jp2,18TXM405950\18TXM405950.jp2,18TXM420950\18TXM420950.jp2,18TXM435950\18TXM435950.jp2,18TXM405935\18TXM405935.jp2,18TXM420935\18TXM420935.jp2,18TXM435935\18TXM435935.jp2
