MacFile,Tile1,Tile2,Tile3,Tile4,Tile5,Tile6,Tile7,Tile8,Tile9
mufs190-1951-dpl2k95-i001-001.tif,19TCG660110\19TCG660110.jp2,19TCG675110\19TCG675110.jp2,19TCG690110\19TCG690110.jp2,19TCG660095\19TCG660095.jp2,19TCG675095\19TCG675095.jp2,19TCG690095\19TCG690095.jp2,19TCG660080\19TCG660080.jp2,19TCG675080\19TCG675080.jp2,19TCG690080\19TCG690080.jp2
mufs190-1951-dpl2k96-i001-001.tif,19TCG660140\19TCG660140.jp2,19TCG675140\19TCG675140.jp2,19TCG690140\19TCG690140.jp2,19TCG660125\19TCG660125.jp2,19TCG675125\19TCG675125.jp2,19TCG690125\19TCG690125.jp2,19TCG660110\19TCG660110.jp2,19TCG675110\19TCG675110.jp2,19TCG690110\19TCG690110.jp2
mufs190-1951-dpl2k97-i001-001.tif,19TCG660155\19TCG660155.jp2,19TCG675155\19TCG675155.jp2,19TCG690155\19TCG690155.jp2,19TCG660140\19TCG660140.jp2,19TCG675140\19TCG675140.jp2,19TCG690140\19TCG690140.jp2,19TCG660125\19TCG660125.jp2,19TCG675125\19TCG675125.jp2,19TCG690125\19TCG690125.jp2
mufs190-1951-dpl2k98-i001-001.tif,19TCG660170\19TCG660170.jp2,19TCG675170\19TCG675170.jp2,19TCG690170\19TCG690170.jp2,19TCG660155\19TCG660155.jp2,19TCG675155\19TCG675155.jp2,19TCG690155\19TCG690155.jp2,19TCG660140\19TCG660140.jp2,19TCG675140\19TCG675140.jp2,19TCG690140\19TCG690140.jp2
mufs190-1951-dpl2k99-i001-001.tif,19TCG660185\19TCG660185.jp2,19TCG675185\19TCG675185.jp2,19TCG690185\19TCG690185.jp2,19TCG660170\19TCG660170.jp2,19TCG675170\19TCG675170.jp2,19TCG690170\19TCG690170.jp2,19TCG660155\19TCG660155.jp2,19TCG675155\19TCG675155.jp2,19TCG690155\19TCG690155.jp2
mufs190-1951-dpl2k103-i001-001.tif,19TCG660260\19TCG660260.jp2,19TCG675260\19TCG675260.jp2,19TCG690260\19TCG690260.jp2,19TCG660245\19TCG660245.jp2,19TCG675245\19TCG675245.jp2,19TCG690245\19TCG690245.jp2,19TCG660230\19TCG660230.jp2,19TCG675230\19TCG675230.jp2,19TCG690230\19TCG690230.jp2
mufs190-1951-dpl2k136-i001-001.tif,19TCG630110\19TCG630110.jp2,19TCG645110\19TCG645110.jp2,19TCG660110\19TCG660110.jp2,19TCG630095\19TCG630095.jp2,19TCG645095\19TCG645095.jp2,19TCG660095\19TCG660095.jp2,19TCG630080\19TCG630080.jp2,19TCG645080\19TCG645080.jp2,19TCG660080\19TCG660080.jp2
mufs190-1951-dpl2k137-i001-001.tif,19TCG630095\19TCG630095.jp2,19TCG645095\19TCG645095.jp2,19TCG660095\19TCG660095.jp2,19TCG630080\19TCG630080.jp2,19TCG645080\19TCG645080.jp2,19TCG660080\19TCG660080.jp2,19TCG630065\19TCG630065.jp2,19TCG645065\19TCG645065.jp2,19TCG660065\19TCG660065.jp2
mufs190-1951-dpl2k138-i001-001.tif,19TCG630065\19TCG630065.jp2,19TCG645065\19TCG645065.jp2,19TCG660065\19TCG660065.jp2,19TCG630050\19TCG630050.jp2,19TCG645050\19TCG645050.jp2,19TCG660050\19TCG660050.jp2,19TCG630035\19TCG630035.jp2,19TCG645035\19TCG645035.jp2,19TCG660035\19TCG660035.jp2
mufs190-1951-dpl2k139-i001-001.tif,19TCG630050\19TCG630050.jp2,19TCG645050\19TCG645050.jp2,19TCG660050\19TCG660050.jp2,19TCG630035\19TCG630035.jp2,19TCG645035\19TCG645035.jp2,19TCG660035\19TCG660035.jp2,19TCG630020\19TCG630020.jp2,19TCG645020\19TCG645020.jp2,19TCG660020\19TCG660020.jp2
mufs190-1951-dpl2k140-i001-001.tif,19TCG630020\19TCG630020.jp2,19TCG645020\19TCG645020.jp2,19TCG660020\19TCG660020.jp2,19TCG630005\19TCG630005.jp2,19TCG645005\19TCG645005.jp2,19TCG660005\19TCG660005.jp2,19TCF630990\19TCF630990.jp2,19TCF645990\19TCF645990.jp2,19TCF660990\19TCF660990.jp2
mufs190-1951-dpl2k141-i001-001.tif,19TCG630005\19TCG630005.jp2,19TCG645005\19TCG645005.jp2,19TCG660005\19TCG660005.jp2,19TCF630990\19TCF630990.jp2,19TCF645990\19TCF645990.jp2,19TCF660990\19TCF660990.jp2,None,None,None
mufs190-1951-dpl2k144-i001-001.tif,19TCF600975\19TCF600975.jp2,19TCF615975\19TCF615975.jp2,None,19TCF600960\19TCF600960.jp2,19TCF615960\19TCF615960.jp2,None,None,None,None
mufs190-1951-dpl2k145-i001-001.tif,None,19TCG615005\19TCG615005.jp2,19TCG630005\19TCG630005.jp2,19TCF600990\19TCF600990.jp2,19TCF615990\19TCF615990.jp2,19TCF630990\19TCF630990.jp2,19TCF600975\19TCF600975.jp2,19TCF615975\19TCF615975.jp2,None
mufs190-1951-dpl2k146-i001-001.tif,None,19TCG615020\19TCG615020.jp2,19TCG630020\19TCG630020.jp2,None,19TCG615005\19TCG615005.jp2,19TCG630005\19TCG630005.jp2,19TCF600990\19TCF600990.jp2,19TCF615990\19TCF615990.jp2,19TCF630990\19TCF630990.jp2
mufs190-1951-dpl2k147-i001-001.tif,None,19TCG615035\19TCG615035.jp2,19TCG630035\19TCG630035.jp2,None,19TCG615020\19TCG615020.jp2,19TCG630020\19TCG630020.jp2,None,19TCG615005\19TCG615005.jp2,19TCG630005\19TCG630005.jp2
mufs190-1951-dpl2k148-i001-001.tif,None,19TCG615065\19TCG615065.jp2,19TCG630065\19TCG630065.jp2,None,19TCG615050\19TCG615050.jp2,19TCG630050\19TCG630050.jp2,None,19TCG615035\19TCG615035.jp2,19TCG630035\19TCG630035.jp2
mufs190-1951-dpl2k149-i001-001.tif,None,19TCG615080\19TCG615080.jp2,19TCG630080\19TCG630080.jp2,None,19TCG615065\19TCG615065.jp2,19TCG630065\19TCG630065.jp2,None,19TCG615050\19TCG615050.jp2,19TCG630050\19TCG630050.jp2
mufs190-1951-dpl2k150-i001-001.tif,None,19TCG615095\19TCG615095.jp2,19TCG630095\19TCG630095.jp2,None,19TCG615080\19TCG615080.jp2,19TCG630080\19TCG630080.jp2,None,19TCG615065\19TCG615065.jp2,19TCG630065\19TCG630065.jp2
mufs190-1951-dpl2k151-i001-001.tif,None,19TCG615110\19TCG615110.jp2,19TCG630110\19TCG630110.jp2,None,19TCG615095\19TCG615095.jp2,19TCG630095\19TCG630095.jp2,None,19TCG615080\19TCG615080.jp2,19TCG630080\19TCG630080.jp2
mufs190-1951-dpl2k152-i001-001.tif,None,19TCG615125\19TCG615125.jp2,19TCG630125\19TCG630125.jp2,None,19TCG615110\19TCG615110.jp2,19TCG630110\19TCG630110.jp2,None,19TCG615095\19TCG615095.jp2,19TCG630095\19TCG630095.jp2
mufs190-1951-dpl2k153-i001-001.tif,19TCG600155\19TCG600155.jp2,19TCG615155\19TCG615155.jp2,19TCG630155\19TCG630155.jp2,None,19TCG615140\19TCG615140.jp2,19TCG630140\19TCG630140.jp2,None,19TCG615125\19TCG615125.jp2,19TCG630125\19TCG630125.jp2
mufs190-1951-dpl2k154-i001-001.tif,19TCG600170\19TCG600170.jp2,19TCG615170\19TCG615170.jp2,19TCG630170\19TCG630170.jp2,19TCG600155\19TCG600155.jp2,19TCG615155\19TCG615155.jp2,19TCG630155\19TCG630155.jp2,None,19TCG615140\19TCG615140.jp2,19TCG630140\19TCG630140.jp2
mufs190-1951-dpl2k155-i001-001.tif,19TCG600185\19TCG600185.jp2,19TCG615185\19TCG615185.jp2,19TCG630185\19TCG630185.jp2,19TCG600170\19TCG600170.jp2,19TCG615170\19TCG615170.jp2,19TCG630170\19TCG630170.jp2,19TCG600155\19TCG600155.jp2,19TCG615155\19TCG615155.jp2,19TCG630155\19TCG630155.jp2
mufs190-1952-dpl3k4-i001-001.tif,19TDG200365\19TDG200365.jp2,None,None,19TDG200350\19TDG200350.jp2,None,None,19TDG200335\19TDG200335.jp2,None,None
mufs190-1952-dpl3k5-i001-001.tif,19TDG200335\19TDG200335.jp2,None,None,19TDG200320\19TDG200320.jp2,19TDG215320\19TDG215320.jp2,None,19TDG200305\19TDG200305.jp2,19TDG215305\19TDG215305.jp2,None
mufs190-1952-dpl3k6-i001-001.tif,19TDG200335\19TDG200335.jp2,None,None,19TDG200320\19TDG200320.jp2,19TDG215320\19TDG215320.jp2,None,19TDG200305\19TDG200305.jp2,19TDG215305\19TDG215305.jp2,None
mufs190-1952-dpl3k7-i001-001.tif,19TDG200305\19TDG200305.jp2,19TDG215305\19TDG215305.jp2,None,19TDG200290\19TDG200290.jp2,19TDG215290\19TDG215290.jp2,None,19TDG200275\19TDG200275.jp2,19TDG215275\19TDG215275.jp2,None
mufs190-1952-dpl3k8-i001-001.tif,19TDG200290\19TDG200290.jp2,19TDG215290\19TDG215290.jp2,None,19TDG200275\19TDG200275.jp2,19TDG215275\19TDG215275.jp2,None,19TDG200260\19TDG200260.jp2,19TDG215260\19TDG215260.jp2,None
mufs190-1952-dpl3k9-i001-001.tif,19TDG200275\19TDG200275.jp2,19TDG215275\19TDG215275.jp2,None,19TDG200260\19TDG200260.jp2,19TDG215260\19TDG215260.jp2,None,19TDG200245\19TDG200245.jp2,19TDG215245\19TDG215245.jp2,None
mufs190-1952-dpl3k10-i001-001.tif,19TDG200260\19TDG200260.jp2,19TDG215260\19TDG215260.jp2,None,19TDG200245\19TDG200245.jp2,19TDG215245\19TDG215245.jp2,None,19TDG200230\19TDG200230.jp2,19TDG215230\19TDG215230.jp2,None
mufs190-1952-dpl3k11-i001-001.tif,19TDG200230\19TDG200230.jp2,19TDG215230\19TDG215230.jp2,None,19TDG200215\19TDG200215.jp2,19TDG215215\19TDG215215.jp2,None,19TDG200200\19TDG200200.jp2,19TDG215200\19TDG215200.jp2,None
mufs190-1952-dpl3k12-i001-001.tif,19TDG200215\19TDG200215.jp2,19TDG215215\19TDG215215.jp2,None,19TDG200200\19TDG200200.jp2,19TDG215200\19TDG215200.jp2,None,19TDG200185\19TDG200185.jp2,19TDG215185\19TDG215185.jp2,None
mufs190-1952-dpl3k13-i001-001.tif,19TDG200200\19TDG200200.jp2,19TDG215200\19TDG215200.jp2,None,19TDG200185\19TDG200185.jp2,19TDG215185\19TDG215185.jp2,None,19TDG200170\19TDG200170.jp2,19TDG215170\19TDG215170.jp2,None
mufs190-1952-dpl3k14-i001-001.tif,19TDG200185\19TDG200185.jp2,19TDG215185\19TDG215185.jp2,None,19TDG200170\19TDG200170.jp2,19TDG215170\19TDG215170.jp2,None,19TDG200155\19TDG200155.jp2,19TDG215155\19TDG215155.jp2,None
mufs190-1952-dpl3k15-i001-001.tif,19TDG200170\19TDG200170.jp2,19TDG215155\19TDG215155.jp2,None,19TDG200155\19TDG200155.jp2,19TDG215140\19TDG215140.jp2,None,19TDG200140\19TDG200140.jp2,19TDG215125\19TDG215125.jp2,None
mufs190-1952-dpl3k16-i001-001.tif,19TDG200140\19TDG200140.jp2,19TDG215140\19TDG215140.jp2,None,19TDG200125\19TDG200125.jp2,19TDG215125\19TDG215125.jp2,None,19TDG200110\19TDG200110.jp2,19TDG215110\19TDG215110.jp2,None
mufs190-1952-dpl3k17-i001-001.tif,19TDG200125\19TDG200125.jp2,19TDG215125\19TDG215125.jp2,None,19TDG200110\19TDG200110.jp2,19TDG215110\19TDG215110.jp2,None,19TDG200095\19TDG200095.jp2,None,None
mufs190-1952-dpl3k18-i001-001.tif,19TDG200110\19TDG200110.jp2,19TDG215110\19TDG215110.jp2,None,19TDG200095\19TDG200095.jp2,None,None,19TDG200080\19TDG200080.jp2,None,None
mufs190-1952-dpl3k21-i001-001.tif,19TDG005110\19TDG005110.jp2,19TDG020110\19TDG020110.jp2,19TDG035110\19TDG035110.jp2,None,None,None,None,None,None
mufs190-1952-dpl3k22-i001-001.tif,19TDG005125\19TDG005125.jp2,19TDG020125\19TDG020125.jp2,19TDG035125\19TDG035125.jp2,19TDG005110\19TDG005110.jp2,19TDG020110\19TDG020110.jp2,19TDG035110\19TDG035110.jp2,None,None,None
mufs190-1952-dpl3k23-i001-001.tif,19TDG005140\19TDG005140.jp2,19TDG020140\19TDG020140.jp2,19TDG035140\19TDG035140.jp2,19TDG005125\19TDG005125.jp2,19TDG020125\19TDG020125.jp2,19TDG035125\19TDG035125.jp2,19TDG005110\19TDG005110.jp2,19TDG020110\19TDG020110.jp2,19TDG035110\19TDG035110.jp2
mufs190-1952-dpl3k24-i001-001.tif,19TDG005170\19TDG005170.jp2,19TDG020170\19TDG020170.jp2,19TDG035170\19TDG035170.jp2,19TDG005155\19TDG005155.jp2,19TDG020155\19TDG020155.jp2,19TDG035155\19TDG035155.jp2,19TDG005140\19TDG005140.jp2,19TDG020140\19TDG020140.jp2,19TDG035140\19TDG035140.jp2
mufs190-1952-dpl3k34-i001-001.tif,19TCG945185\19TCG945185.jp2,19TCG960185\19TCG960185.jp2,19TCG975185\19TCG975185.jp2,19TCG945170\19TCG945170.jp2,19TCG960170\19TCG960170.jp2,19TCG975170\19TCG975170.jp2,19TCG945155\19TCG945155.jp2,19TCG960155\19TCG960155.jp2,19TCG975155\19TCG975155.jp2
mufs190-1952-dpl3k35-i001-001.tif,19TCG945170\19TCG945170.jp2,19TCG960170\19TCG960170.jp2,19TCG975170\19TCG975170.jp2,19TCG945155\19TCG945155.jp2,19TCG960155\19TCG960155.jp2,19TCG975155\19TCG975155.jp2,19TCG945140\19TCG945140.jp2,19TCG960140\19TCG960140.jp2,19TCG975140\19TCG975140.jp2
mufs190-1952-dpl3k36-i001-001.tif,19TCG945155\19TCG945155.jp2,19TCG960155\19TCG960155.jp2,19TCG975155\19TCG975155.jp2,19TCG945140\19TCG945140.jp2,19TCG960140\19TCG960140.jp2,19TCG975140\19TCG975140.jp2,19TCG945125\19TCG945125.jp2,19TCG960125\19TCG960125.jp2,19TCG975125\19TCG975125.jp2
mufs190-1952-dpl3k37-i001-001.tif,19TCG945140\19TCG945140.jp2,19TCG960140\19TCG960140.jp2,19TCG975140\19TCG975140.jp2,19TCG945125\19TCG945125.jp2,19TCG960125\19TCG960125.jp2,19TCG975125\19TCG975125.jp2,19TCG945110\19TCG945110.jp2,19TCG960110\19TCG960110.jp2,19TCG975110\19TCG975110.jp2
mufs190-1952-dpl3k38-i001-001.tif,19TCG945125\19TCG945125.jp2,19TCG960125\19TCG960125.jp2,19TCG975125\19TCG975125.jp2,19TCG945110\19TCG945110.jp2,19TCG960110\19TCG960110.jp2,19TCG975110\19TCG975110.jp2,19TCG945095\19TCG945095.jp2,19TCG960095\19TCG960095.jp2,19TCG975095\19TCG975095.jp2
mufs190-1952-dpl3k39-i001-001.tif,19TCG945110\19TCG945110.jp2,19TCG960110\19TCG960110.jp2,19TCG975110\19TCG975110.jp2,19TCG945095\19TCG945095.jp2,19TCG960095\19TCG960095.jp2,19TCG975095\19TCG975095.jp2,19TCG945080\19TCG945080.jp2,19TCG960080\19TCG960080.jp2,None
mufs190-1952-dpl3k40-i001-001.tif,19TCG945095\19TCG945095.jp2,19TCG960095\19TCG960095.jp2,19TCG975095\19TCG975095.jp2,19TCG945080\19TCG945080.jp2,19TCG960080\19TCG960080.jp2,None,19TCG945065\19TCG945065.jp2,None,None
mufs190-1952-dpl4k3-i001-001.tif,19TCG915095\19TCG915095.jp2,19TCG930095\19TCG930095.jp2,19TCG945095\19TCG945095.jp2,19TCG915080\19TCG915080.jp2,19TCG930080\19TCG930080.jp2,19TCG945080\19TCG945080.jp2,None,19TCG930065\19TCG930065.jp2,19TCG945065\19TCG945065.jp2
mufs190-1952-dpl4k4-i001-001.tif,19TCG915110\19TCG915110.jp2,19TCG930110\19TCG930110.jp2,19TCG945110\19TCG945110.jp2,19TCG915095\19TCG915095.jp2,19TCG930095\19TCG930095.jp2,19TCG945095\19TCG945095.jp2,19TCG915080\19TCG915080.jp2,19TCG930080\19TCG930080.jp2,19TCG945080\19TCG945080.jp2
mufs190-1952-dpl4k5-i001-001.tif,19TCG915125\19TCG915125.jp2,19TCG930125\19TCG930125.jp2,19TCG945125\19TCG945125.jp2,19TCG915110\19TCG915110.jp2,19TCG930110\19TCG930110.jp2,19TCG945110\19TCG945110.jp2,19TCG915095\19TCG915095.jp2,19TCG930095\19TCG930095.jp2,19TCG945095\19TCG945095.jp2
mufs190-1952-dpl4k6-i001-001.tif,19TCG915140\19TCG915140.jp2,19TCG930140\19TCG930140.jp2,19TCG945140\19TCG945140.jp2,19TCG915125\19TCG915125.jp2,19TCG930125\19TCG930125.jp2,19TCG945125\19TCG945125.jp2,19TCG915110\19TCG915110.jp2,19TCG930110\19TCG930110.jp2,19TCG945110\19TCG945110.jp2
mufs190-1952-dpl4k7-i001-001.tif,19TCG915155\19TCG915155.jp2,19TCG930155\19TCG930155.jp2,19TCG945155\19TCG945155.jp2,19TCG915140\19TCG915140.jp2,19TCG930140\19TCG930140.jp2,19TCG945140\19TCG945140.jp2,19TCG915125\19TCG915125.jp2,19TCG930125\19TCG930125.jp2,19TCG945125\19TCG945125.jp2
mufs190-1952-dpl4k8-i001-001.tif,19TCG915170\19TCG915170.jp2,19TCG930170\19TCG930170.jp2,19TCG945170\19TCG945170.jp2,19TCG915155\19TCG915155.jp2,19TCG930155\19TCG930155.jp2,19TCG945155\19TCG945155.jp2,19TCG915140\19TCG915140.jp2,19TCG930140\19TCG930140.jp2,19TCG945140\19TCG945140.jp2
mufs190-1952-dpl4k9-i001-001.tif,19TCG915185\19TCG915185.jp2,19TCG930185\19TCG930185.jp2,19TCG945185\19TCG945185.jp2,19TCG915170\19TCG915170.jp2,19TCG930170\19TCG930170.jp2,19TCG945170\19TCG945170.jp2,19TCG915155\19TCG915155.jp2,19TCG930155\19TCG930155.jp2,19TCG945155\19TCG945155.jp2
mufs190-1952-dpl4k10-i001-001.tif,None,None,None,19TCG915200\19TCG915200.jp2,19TCG930200\19TCG930200.jp2,None,19TCG915185\19TCG915185.jp2,19TCG930185\19TCG930185.jp2,19TCG945185\19TCG945185.jp2
mufs190-1952-dpl4k11-i001-001.tif,None,None,None,None,None,None,19TCG915200\19TCG915200.jp2,19TCG930200\19TCG930200.jp2,None
mufs190-1952-dpl4k14-i001-001.tif,None,None,None,None,None,None,19TCG885200\19TCG885200.jp2,19TCG900200\19TCG900200.jp2,19TCG915200\19TCG915200.jp2
mufs190-1952-dpl4k15-i001-001.tif,None,None,None,19TCG885200\19TCG885200.jp2,19TCG900200\19TCG900200.jp2,19TCG915200\19TCG915200.jp2,19TCG885185\19TCG885185.jp2,19TCG900185\19TCG900185.jp2,19TCG915185\19TCG915185.jp2
mufs190-1952-dpl4k16-i001-001.tif,19TCG885185\19TCG885185.jp2,19TCG900185\19TCG900185.jp2,19TCG915185\19TCG915185.jp2,19TCG885170\19TCG885170.jp2,19TCG900170\19TCG900170.jp2,19TCG915170\19TCG915170.jp2,19TCG885155\19TCG885155.jp2,19TCG900155\19TCG900155.jp2,19TCG915155\19TCG915155.jp2
mufs190-1952-dpl4k17-i001-001.tif,19TCG885170\19TCG885170.jp2,19TCG900170\19TCG900170.jp2,19TCG915170\19TCG915170.jp2,19TCG885155\19TCG885155.jp2,19TCG900155\19TCG900155.jp2,19TCG915155\19TCG915155.jp2,19TCG885140\19TCG885140.jp2,19TCG900140\19TCG900140.jp2,19TCG915140\19TCG915140.jp2
mufs190-1952-dpl4k18-i001-001.tif,19TCG885155\19TCG885155.jp2,19TCG900155\19TCG900155.jp2,19TCG915155\19TCG915155.jp2,19TCG885140\19TCG885140.jp2,19TCG900140\19TCG900140.jp2,19TCG915140\19TCG915140.jp2,19TCG885125\19TCG885125.jp2,19TCG900125\19TCG900125.jp2,19TCG915125\19TCG915125.jp2
mufs190-1952-dpl4k19-i001-001.tif,19TCG885140\19TCG885140.jp2,19TCG900140\19TCG900140.jp2,19TCG915140\19TCG915140.jp2,19TCG885125\19TCG885125.jp2,19TCG900125\19TCG900125.jp2,19TCG915125\19TCG915125.jp2,19TCG885110\19TCG885110.jp2,19TCG900110\19TCG900110.jp2,19TCG915110\19TCG915110.jp2
mufs190-1952-dpl4k20-i001-001.tif,19TCG885125\19TCG885125.jp2,19TCG900125\19TCG900125.jp2,19TCG915125\19TCG915125.jp2,19TCG885110\19TCG885110.jp2,19TCG900110\19TCG900110.jp2,19TCG915110\19TCG915110.jp2,19TCG885095\19TCG885095.jp2,19TCG900095\19TCG900095.jp2,19TCG915095\19TCG915095.jp2
mufs190-1952-dpl4k21-i001-001.tif,19TCG885110\19TCG885110.jp2,19TCG900110\19TCG900110.jp2,19TCG915110\19TCG915110.jp2,19TCG885095\19TCG885095.jp2,19TCG900095\19TCG900095.jp2,19TCG915095\19TCG915095.jp2,19TCG885080\19TCG885080.jp2,19TCG900080\19TCG900080.jp2,19TCG915080\19TCG915080.jp2
mufs190-1952-dpl4k22-i001-001.tif,19TCG885095\19TCG885095.jp2,19TCG900095\19TCG900095.jp2,19TCG915095\19TCG915095.jp2,19TCG885080\19TCG885080.jp2,19TCG900080\19TCG900080.jp2,19TCG915080\19TCG915080.jp2,None,None,None
mufs190-1952-dpl4k26-i001-001.tif,19TCG855095\19TCG855095.jp2,19TCG870095\19TCG870095.jp2,19TCG885095\19TCG885095.jp2,19TCG840080\19TCG840080.jp2,19TCG855080\19TCG855080.jp2,None,19TCG840065\19TCG840065.jp2,19TCG855065\19TCG855065.jp2,None
mufs190-1952-dpl4k27-i001-001.tif,19TCG855110\19TCG855110.jp2,19TCG870110\19TCG870110.jp2,19TCG885110\19TCG885110.jp2,19TCG855095\19TCG855095.jp2,19TCG870095\19TCG870095.jp2,19TCG885095\19TCG885095.jp2,19TCG855080\19TCG855080.jp2,None,19TCG885080\19TCG885080.jp2
mufs190-1952-dpl4k28-i001-001.tif,19TCG855140\19TCG855140.jp2,19TCG870140\19TCG870140.jp2,19TCG885125\19TCG885125.jp2,19TCG855125\19TCG855125.jp2,19TCG870125\19TCG870125.jp2,19TCG885110\19TCG885110.jp2,19TCG855110\19TCG855110.jp2,19TCG870110\19TCG870110.jp2,19TCG885095\19TCG885095.jp2
mufs190-1952-dpl4k29-i001-001.tif,19TCG855155\19TCG855155.jp2,19TCG870155\19TCG870155.jp2,19TCG885155\19TCG885155.jp2,19TCG855140\19TCG855140.jp2,19TCG870140\19TCG870140.jp2,19TCG885140\19TCG885140.jp2,19TCG855125\19TCG855125.jp2,19TCG870125\19TCG870125.jp2,19TCG885125\19TCG885125.jp2
mufs190-1952-dpl4k30-i001-001.tif,19TCG855170\19TCG855170.jp2,19TCG870170\19TCG870170.jp2,19TCG885170\19TCG885170.jp2,19TCG855155\19TCG855155.jp2,19TCG870155\19TCG870155.jp2,19TCG885155\19TCG885155.jp2,19TCG855140\19TCG855140.jp2,19TCG870140\19TCG870140.jp2,19TCG885140\19TCG885140.jp2
mufs190-1952-dpl4k31-i001-001.tif,19TCG855185\19TCG855185.jp2,19TCG870185\19TCG870185.jp2,19TCG885185\19TCG885185.jp2,19TCG855170\19TCG855170.jp2,19TCG870170\19TCG870170.jp2,19TCG885170\19TCG885170.jp2,19TCG855155\19TCG855155.jp2,19TCG870155\19TCG870155.jp2,19TCG885155\19TCG885155.jp2
mufs190-1952-dpl4k32-i001-001.tif,19TCG855200\19TCG855200.jp2,19TCG870200\19TCG870200.jp2,19TCG885200\19TCG885200.jp2,19TCG855185\19TCG855185.jp2,19TCG870185\19TCG870185.jp2,19TCG885185\19TCG885185.jp2,19TCG855170\19TCG855170.jp2,19TCG870170\19TCG870170.jp2,19TCG885170\19TCG885170.jp2
mufs190-1952-dpl4k33-i001-001.tif,19TCG855215\19TCG855215.jp2,19TCG870215\19TCG870215.jp2,None,19TCG855200\19TCG855200.jp2,19TCG870200\19TCG870200.jp2,19TCG885200\19TCG885200.jp2,19TCG855185\19TCG855185.jp2,19TCG870185\19TCG870185.jp2,19TCG885185\19TCG885185.jp2
mufs190-1952-dpl4k34-i001-001.tif,None,None,None,19TCG855215\19TCG855215.jp2,19TCG870215\19TCG870215.jp2,None,19TCG855200\19TCG855200.jp2,19TCG870200\19TCG870200.jp2,19TCG885200\19TCG885200.jp2
mufs190-1952-dpl4k37-i001-001.tif,19TDG140125\19TDG140125.jp2,19TDG155125\19TDG155125.jp2,19TDG170125\19TDG170125.jp2,None,None,19TDG170110\19TDG170110.jp2,None,None,19TDG170095\19TDG170095.jp2
mufs190-1952-dpl4k38-i001-001.tif,19TDG125140\19TDG125140.jp2,19TDG140140\19TDG140140.jp2,19TDG155140\19TDG155140.jp2,19TDG125125\19TDG125125.jp2,19TDG140125\19TDG140125.jp2,19TDG155125\19TDG155125.jp2,None,None,None
mufs190-1952-dpl4k39-i001-001.tif,19TDG125155\19TDG125155.jp2,19TDG140155\19TDG140155.jp2,19TDG155155\19TDG155155.jp2,19TDG125140\19TDG125140.jp2,19TDG140140\19TDG140140.jp2,19TDG155140\19TDG155140.jp2,19TDG125125\19TDG125125.jp2,19TDG140125\19TDG140125.jp2,19TDG155125\19TDG155125.jp2
mufs190-1952-dpl4k40-i001-001.tif,19TDG140170\19TDG140170.jp2,19TDG155170\19TDG155170.jp2,19TDG170170\19TDG170170.jp2,19TDG140155\19TDG140155.jp2,19TDG155155\19TDG155155.jp2,19TDG170155\19TDG170155.jp2,19TDG140140\19TDG140140.jp2,19TDG155140\19TDG155140.jp2,19TDG170140\19TDG170140.jp2
mufs190-1952-dpl4k41-i001-001.tif,19TDG140185\19TDG140185.jp2,19TDG155185\19TDG155185.jp2,19TDG170185\19TDG170185.jp2,19TDG140170\19TDG140170.jp2,19TDG155170\19TDG155170.jp2,19TDG170170\19TDG170170.jp2,19TDG140155\19TDG140155.jp2,19TDG155155\19TDG155155.jp2,19TDG170155\19TDG170155.jp2
mufs190-1952-dpl4k42-i001-001.tif,19TDG140200\19TDG140200.jp2,19TDG155200\19TDG155200.jp2,19TDG170200\19TDG170200.jp2,19TDG140185\19TDG140185.jp2,19TDG155185\19TDG155185.jp2,19TDG170185\19TDG170185.jp2,19TDG125170\19TDG125170.jp2,19TDG140170\19TDG140170.jp2,19TDG155170\19TDG155170.jp2
mufs190-1952-dpl4k43-i001-001.tif,19TDG140230\19TDG140230.jp2,19TDG155230\19TDG155230.jp2,19TDG170230\19TDG170230.jp2,19TDG140215\19TDG140215.jp2,19TDG155215\19TDG155215.jp2,19TDG170215\19TDG170215.jp2,19TDG140200\19TDG140200.jp2,19TDG155200\19TDG155200.jp2,19TDG170200\19TDG170200.jp2
mufs190-1952-dpl4k44-i001-001.tif,19TDG140245\19TDG140245.jp2,19TDG155245\19TDG155245.jp2,19TDG170245\19TDG170245.jp2,19TDG140230\19TDG140230.jp2,19TDG155230\19TDG155230.jp2,19TDG170230\19TDG170230.jp2,19TDG140215\19TDG140215.jp2,19TDG155215\19TDG155215.jp2,19TDG170215\19TDG170215.jp2
mufs190-1952-dpl4k45-i001-001.tif,19TDG125260\19TDG125260.jp2,19TDG140260\19TDG140260.jp2,19TDG155260\19TDG155260.jp2,19TDG125245\19TDG125245.jp2,19TDG140245\19TDG140245.jp2,19TDG155245\19TDG155245.jp2,19TDG125230\19TDG125230.jp2,19TDG140230\19TDG140230.jp2,19TDG155230\19TDG155230.jp2
mufs190-1952-dpl4k46-i001-001.tif,19TDG140275\19TDG140275.jp2,19TDG155275\19TDG155275.jp2,19TDG170275\19TDG170275.jp2,19TDG140260\19TDG140260.jp2,19TDG155260\19TDG155260.jp2,19TDG170260\19TDG170260.jp2,19TDG125245\19TDG125245.jp2,19TDG140245\19TDG140245.jp2,19TDG155245\19TDG155245.jp2
