Filename,Coord X,Coord Y,GeoReferenced,Annotated
mufs190-1952-cni6h5-i001-001.tif,86476.94117,865463.8517,1,0.0
mufs190-1952-cni6h6-i001-001.tif,86560.76134,867089.963,1,2.0
mufs190-1952-cni6h7-i001-001.tif,86661.34554,868598.726,1,0.0
mufs190-1952-cni6h8-i001-001.tif,86678.10958,869956.6127,1,2.0
mufs190-1952-cni6h9-i001-001.tif,86845.74991,871918.0047,1,0.0
mufs190-1952-cni6h10-i001-001.tif,86795.45781,873460.2957,1,2.0
mufs190-1952-cni6h11-i001-001.tif,86795.45781,874315.2614,1,0.0
mufs190-1952-cxi4h218-i001-001.tif,111908.3374,908633.5472,1,0.0
mufs190-1952-dpb4h216-i001-001.tif,111950.6708,905395.0408,1,0.0
mufs190-1952-dpb4h217-i001-001.tif,112014.171,907109.5442,1,0.0
mufs190-1952-dpb6h109-i001-001.tif,112321.0882,896011.8387,1,2.0
mufs190-1952-dpb6h110-i001-001.tif,112342.2549,897070.1741,1,0.0
mufs190-1952-dpb6h111-i001-001.tif,112363.4217,898763.5108,1,2.0
mufs190-1952-dpb6h112-i001-001.tif,112278.7548,900118.1802,1,0.0
mufs190-1952-dpb6h113-i001-001.tif,112469.2552,901663.35,1,2.0
mufs190-1952-dpb6h114-i001-001.tif,112617.4222,903293.1866,1,0.0
mufs190-1952-dpb6h115-i001-001.tif,112617.4222,904887.0397,1,2.0
mufs190-1952-dpb6h118-i001-001.tif,109513.8535,902717.4521,1,2.0
mufs190-1952-dpb6h119-i001-001.tif,109328.6448,901103.4905,1,0.0
mufs190-1952-dpb6h120-i001-001.tif,109328.6448,898695.7774,1,2.0
mufs190-1952-dpb6h121-i001-001.tif,109593.2286,897558.0668,1,0.0
mufs190-1951-cni1h3-i001-001.tif,125245.7933,865653.5909,1,0.0
mufs190-1951-cni1h4-i001-001.tif,124970.6261,867008.2603,1,0.0
mufs190-1951-cni1h5-i001-001.tif,124885.9593,868849.7639,1,0.0
mufs190-1951-cni1h6-i001-001.tif,125034.1262,870162.0999,1,0.0
mufs190-1951-cni1h7-i001-001.tif,125097.6263,871559.1027,1,0.0
mufs190-1952-cni3h145-i001-001.tif,127787.1636,865102.1558,1,2.0
mufs190-1952-cni3h146-i001-001.tif,127554.3298,866456.8252,0,-1.0
mufs190-1952-cni3h147-i001-001.tif,127744.8302,868509.9959,0,-1.0
mufs190-1952-cni4h124-i001-001.tif,122070.787,870638.3509,0,-1.0
mufs190-1952-cni4h125-i001-001.tif,121774.453,868839.1806,0,-1.0
mufs190-1952-cni4h127-i001-001.tif,121689.7862,865420.7571,0,-1.0
mufs190-1952-cni4h128-i001-001.tif,121520.4525,863896.754,0,-1.0
mufs190-1952-dpb4h209-i001-001.tif,109541.6665,906266.4742,1,0.0
mufs190-1952-dpb4h210-i001-001.tif,109776.363,904556.5428,1,2.0
mufs190-1952-dpb4h211-i001-001.tif,109045.54,891873.7471,1,0.0
mufs190-1952-dpb4h212-i001-001.tif,109151.3736,890497.911,1,2.0
mufs190-1952-dpb5h48-i001-001.tif,106246.2533,903395.7818,1,2.0
mufs190-1952-dpb5h49-i001-001.tif,106457.9204,904856.2847,1,0.0
mufs190-1952-dpb5h50-i001-001.tif,106330.9202,906511.5213,1,0.0
mufs190-1952-cni4h54-i001-001.tif,143233.0884,865499.5996,0,-1.0
mufs190-1952-cni4h55-i001-001.tif,143402.4221,867192.9363,0,-1.0
mufs190-1952-cni4h56-i001-001.tif,143338.922,868801.6062,0,-1.0
mufs190-1952-cni4h57-i001-001.tif,143402.4221,870262.1091,0,-1.0
mufs190-1952-cni4h89-i001-001.tif,146120.3598,870659.1172,0,-1.0
mufs190-1952-cni4h90-i001-001.tif,146226.1934,868974.2472,0,-1.0
mufs190-1952-cni4h91-i001-001.tif,146099.1931,867238.5771,0,-1.0
mufs190-1952-cni4h92-i001-001.tif,145866.3593,865545.2403,0,-1.0
mufs190-1952-cni5h34-i001-001.tif,106076.9197,880806.6699,1,0.0
mufs190-1952-cni5h35-i001-001.tif,106140.4198,882521.1734,1,2.0
mufs190-1952-cni5h36-i001-001.tif,106203.9199,884045.1764,1,0.0
mufs190-1952-cni5h37-i001-001.tif,106076.9197,885653.8463,1,0.0
mufs190-1952-cni5h38-i001-001.tif,106246.2533,887241.3495,1,0.0
mufs190-1952-cni5h39-i001-001.tif,106119.2531,888701.8524,1,0.0
mufs190-1952-cni5h106-i001-001.tif,102540.2296,880775.3516,1,0.0
mufs190-1952-cni5h107-i001-001.tif,102640.8138,882485.283,1,2.0
mufs190-1952-cni5h108-i001-001.tif,102724.634,884247.183,1,0.0
mufs190-1952-cni6h127-i001-001.tif,109127.561,884133.0816,1,0.0
mufs190-1952-dpb5h40-i001-001.tif,106182.7532,890416.3558,1,0.0
mufs190-1952-cni6h90-i001-001.tif,112469.2552,864441.6922,0,-1.0
mufs190-1952-cni6h91-i001-001.tif,112024.7543,865986.8619,0,-1.0
mufs190-1952-cni6h92-i001-001.tif,112236.4214,867891.8658,0,-1.0
mufs190-1952-cni6h138-i001-001.tif,108788.8937,866962.6472,0,-1.0
mufs190-1952-cni6h139-i001-001.tif,108810.0604,865193.1104,0,-1.0
mufs190-1952-cni6h140-i001-001.tif,108344.3928,863584.4405,0,-1.0
mufs190-1951-cni1h14-i001-001.tif,124949.4594,881994.2902,1,0.0
mufs190-1951-cni1h15-i001-001.tif,124801.2924,883306.6262,1,0.0
mufs190-1951-cni1h16-i001-001.tif,124674.2922,884513.1286,1,0.0
mufs190-1951-cni1h17-i001-001.tif,124991.7928,886396.9657,1,0.0
mufs190-1952-cni4h117-i001-001.tif,121224.1186,884864.496,1,2.0
mufs190-1952-cni4h118-i001-001.tif,121266.452,883128.8258,1,0.0
mufs190-1952-cni4h119-i001-001.tif,121160.6185,881477.8225,1,2.0
mufs190-1952-cni4h120-i001-001.tif,121308.7854,879297.6515,1,0.0
mufs190-1952-cni4h144-i001-001.tif,118472.6158,879094.4278,1,0.0
mufs190-1952-cni4h145-i001-001.tif,118304.9754,880737.3031,1,2.0
mufs190-1952-cni4h146-i001-001.tif,118388.7956,882447.2345,1,0.0
mufs190-1952-cni4h147-i001-001.tif,118573.2,884291.2782,1,2.0
mufs190-1951-dpn1k62-i001-001.tif,220220.0375,862389.2128,1,0.0
mufs190-1951-dpn1k110-i001-001.tif,223512.0957,861184.6323,1,0.0
mufs190-1951-dpn1k111-i001-001.tif,223478.5677,863347.1926,1,2.0
mufs190-1951-dpn1k112-i001-001.tif,223478.5677,864755.3715,1,0.0
mufs190-1952-cni3h85-i001-001.tif,133286.2486,875662.5113,1,0.0
mufs190-1952-cni3h86-i001-001.tif,133561.4158,874625.3426,1,2.0
mufs190-1952-cni3h87-i001-001.tif,133603.7492,872847.339,1,0.0
mufs190-1952-cni3h88-i001-001.tif,133349.7487,871145.5356,1,2.0
mufs190-1952-cni3h89-i001-001.tif,133265.0819,869515.699,1,0.0
mufs190-1952-cni3h90-i001-001.tif,133286.2486,867780.0289,1,2.0
mufs190-1952-cni3h91-i001-001.tif,133349.7487,865853.8584,1,0.0
mufs190-1952-cni3h92-i001-001.tif,133455.5823,863843.021,1,2.0
mufs190-1952-cni3h105-i001-001.tif,130649.7198,878576.9643,1,2.0
mufs190-1952-cni3h148-i001-001.tif,127808.3304,870287.9995,1,0.0
mufs190-1952-cni3h149-i001-001.tif,128146.9977,872256.5034,1,2.0
mufs190-1952-cni3h150-i001-001.tif,128083.4976,874140.3405,1,0.0
mufs190-1952-cni3h151-i001-001.tif,128400.9982,875897.1774,1,2.0
mufs190-1952-cni3h152-i001-001.tif,128146.9977,877946.1148,1,0.0
mufs190-1951-dpn1k27-i001-001.tif,214589.9551,855516.2528,1,2.0
mufs190-1951-dpn1k28-i001-001.tif,214355.2587,857544.7009,1,0.0
mufs190-1951-dpn1k29-i001-001.tif,214522.899,858952.8797,1,2.0
mufs190-1951-dpn1k30-i001-001.tif,214338.4946,860897.5076,1,0.0
mufs190-1951-dpn1k37-i001-001.tif,217121.3242,860729.8673,1,0.0
mufs190-1951-dpn1k38-i001-001.tif,217456.6049,858600.835,1,2.0
mufs190-1952-dpb5h42-i001-001.tif,105992.2528,893722.5958,1,0.0
mufs190-1952-dpb5h43-i001-001.tif,106013.4195,895521.766,1,0.0
mufs190-1952-dpb5h46-i001-001.tif,106034.5862,900305.4423,1,2.0
mufs190-1952-dpb5h47-i001-001.tif,105886.4193,901892.9454,1,0.0
mufs190-1952-dpb5h114-i001-001.tif,102724.634,894473.2434,1,0.0
mufs190-1952-dpb5h115-i001-001.tif,102758.1621,895953.5076,1,2.0
mufs190-1952-dpb5h116-i001-001.tif,102791.6901,897479.0346,1,0.0
mufs190-1952-dpb5h117-i001-001.tif,102774.9261,899071.6178,1,2.0
mufs190-1952-dpb5h118-i001-001.tif,102808.4542,900261.8642,1,0.0
mufs190-1952-dpb5h119-i001-001.tif,102758.1621,902273.5482,1,2.0
mufs190-1952-dpb5h137-i001-001.tif,99407.92712,899969.9054,1,0.0
mufs190-1952-dpb5h138-i001-001.tif,99450.26054,898191.9019,1,2.0
mufs190-1952-dpb5h139-i001-001.tif,99513.76066,896350.3982,1,0.0
mufs190-1952-dpb7h56-i001-001.tif,99488.6252,901483.3251,1,2.0
mufs190-1951-dpn1k105-i001-001.tif,223377.9835,853077.5457,1,2.0
mufs190-1951-dpn1k106-i001-001.tif,223445.0396,854770.7131,1,0.0
mufs190-1951-dpn1k107-i001-001.tif,223411.5115,856162.1279,1,2.0
mufs190-1951-dpn1k108-i001-001.tif,223260.6352,857905.5874,1,0.0
mufs190-1951-dpn1k109-i001-001.tif,223243.8712,859615.5188,1,2.0
mufs190-1952-cni3h12-i001-001.tif,136954.1429,885363.6882,1,2.0
mufs190-1952-cni3h13-i001-001.tif,136954.1429,882887.1832,0,-1.0
mufs190-1952-cni3h14-i001-001.tif,136975.3097,880601.1787,1,2.0
mufs190-1952-cni3h15-i001-001.tif,137017.6431,879149.1424,1,0.0
mufs190-1952-cni3h16-i001-001.tif,136975.3097,877498.1391,1,2.0
mufs190-1952-cni3h80-i001-001.tif,133646.0827,885915.6652,1,0.0
mufs190-1952-cni3h81-i001-001.tif,133519.0824,884285.8286,1,0.0
mufs190-1952-cni3h82-i001-001.tif,133434.4156,882372.3581,1,2.0
mufs190-1952-cni3h83-i001-001.tif,133413.2489,880044.0201,1,0.0
mufs190-1952-cni3h84-i001-001.tif,133497.9157,878223.6831,1,2.0
mufs190-1952-cni3h106-i001-001.tif,130522.7196,880270.301,1,0.0
mufs190-1952-cni3h107-i001-001.tif,130670.8865,882344.6385,1,2.0
mufs190-1952-cni3h108-i001-001.tif,130840.2202,884461.3094,1,0.0
mufs190-1952-cni3h153-i001-001.tif,128189.3311,879300.7842,1,2.0
mufs190-1952-cni3h154-i001-001.tif,128125.831,881544.4553,1,0.0
mufs190-1951-dpn1k31-i001-001.tif,214221.1464,862925.9556,1,0.0
mufs190-1951-dpn1k35-i001-001.tif,217121.3242,864535.3029,1,0.0
mufs190-1951-dpn1k36-i001-001.tif,217071.0321,863143.8881,1,2.0
mufs190-1951-dpn1k43-i001-001.tif,217842.1776,849974.0633,1,0.0
mufs190-1951-dpn1k44-i001-001.tif,217641.0092,848197.0758,1,2.0
mufs190-1951-dpn1k45-i001-001.tif,217657.7733,846336.2681,1,0.0
mufs190-1951-dpn1k46-i001-001.tif,217892.4697,844861.0331,1,2.0
mufs190-1951-dpn1k47-i001-001.tif,217875.7057,843077.3399,1,0.0
mufs190-1951-dpn1k48-i001-001.tif,217976.2899,841216.5322,1,2.0
mufs190-1951-dpn1k49-i001-001.tif,217858.9417,839322.1964,1,0.0
mufs190-1951-dpn1k50-i001-001.tif,217825.4136,837444.6247,1,2.0
mufs190-1951-dpn1k100-i001-001.tif,223562.3878,843431.5208,1,0.0
mufs190-1951-dpn1k101-i001-001.tif,223528.8598,845426.4408,1,2.0
mufs190-1951-dpn1k102-i001-001.tif,223411.5115,847723.1134,1,0.0
mufs190-1951-dpn1k103-i001-001.tif,223545.6238,849483.3369,1,2.0
mufs190-1951-dpn1k104-i001-001.tif,223528.8598,850898.2213,1,0.0
mufs190-1951-dpl2k21-i001-001.tif,289131.1872,828915.3592,1,2.0
mufs190-1951-dpn1k16-i001-001.tif,214355.2587,835000.4286,1,0.0
mufs190-1951-dpn1k17-i001-001.tif,214522.899,836727.124,1,2.0
mufs190-1951-dpn1k18-i001-001.tif,214640.2472,838118.5388,1,0.0
mufs190-1951-dpn1k19-i001-001.tif,214690.5393,839878.7624,1,2.0
mufs190-1951-dpn1k20-i001-001.tif,214690.5393,841437.8175,1,0.0
mufs190-1951-dpn1k21-i001-001.tif,214757.5955,844002.7146,1,2.0
mufs190-1951-dpn1k22-i001-001.tif,214556.4271,845568.4753,1,0.0
mufs190-1951-dpn1k23-i001-001.tif,214522.899,848267.4847,1,2.0
mufs190-1951-dpn1k24-i001-001.tif,214640.2472,849977.4161,1,0.0
